NMS Number Block: Number Block,Block Status,CP Name,Non Geo Number Length,Allocation Date
9006 89,Allocated,Assume Nothing Limited,10 digit numbers,05/11/2007
9006 92,Allocated,Media Telecom Ltd,10 digit numbers,23/06/2010
9006 93,Allocated,Nodemax Limited,10 digit numbers,19/05/2008
9006 94,Allocated,Assume Nothing Limited,10 digit numbers,05/11/2007
9006 95,Allocated,Content Guru Limited,10 digit numbers,05/11/2007
9006 96,Allocated,Media Telecom Ltd,10 digit numbers,23/06/2010
9006 97,Allocated,Assume Nothing Limited,10 digit numbers,05/11/2007
9007 01,Allocated,Dynamic Mobile Billing Limited,10 digit numbers,16/01/2006
9007 02,Allocated,Media Telecom Ltd,10 digit numbers,23/06/2010
9007 04,Allocated,Mars Communications Limited,10 digit numbers,07/03/2008
9007 05,Allocated,Assume Nothing Limited,10 digit numbers,05/11/2007
9007 06,Allocated,Content Guru Limited,10 digit numbers,06/11/2007
9007 08,Allocated,Media Telecom Ltd,10 digit numbers,23/06/2010
9007 12,Allocated,Assume Nothing Limited,10 digit numbers,05/11/2007
9007 13,Allocated,Content Guru Limited,10 digit numbers,06/11/2007
9007 17,Allocated,Plus Telecom Limited,10 digit numbers,18/01/2006
9007 29,Allocated,Assume Nothing Limited,10 digit numbers,05/11/2007
9007 32,Allocated,Dynamic Mobile Billing Limited,10 digit numbers,16/01/2006
9007 33,Allocated,Media Telecom Ltd,10 digit numbers,23/06/2010
9007 35,Allocated,24 Seven Communications Limited,10 digit numbers,17/03/2008
9007 37,Allocated,Media Telecom Ltd,10 digit numbers,24/06/2010
9007 42,Allocated,Assume Nothing Limited,10 digit numbers,05/11/2007
9007 44,Allocated,Assume Nothing Limited,10 digit numbers,05/11/2007
9007 46,Allocated,Assume Nothing Limited,10 digit numbers,05/11/2007
9007 49,Allocated,Assume Nothing Limited,10 digit numbers,05/11/2007
9007 50,Allocated,TalkTalk Communications Limited,10 digit numbers,18/11/2005
9007 51,Allocated,Media Telecom Ltd,10 digit numbers,24/06/2010
9007 54,Allocated,4D Interactive Ltd,10 digit numbers,16/01/2007
9007 55,Allocated,GCI Network Solutions Limited,10 digit numbers,02/01/2025
9007 56,Allocated,Media Telecom Ltd,10 digit numbers,24/06/2010
9007 61,Allocated,Assume Nothing Limited,10 digit numbers,05/11/2007
9007 63,Allocated,Assume Nothing Limited,10 digit numbers,05/11/2007
9007 65,Allocated,Assume Nothing Limited,10 digit numbers,05/11/2007
9007 67,Allocated,Nodemax Limited,10 digit numbers,19/05/2008
9007 68,Allocated,Assume Nothing Limited,10 digit numbers,05/11/2007
9007 69,Allocated,Nodemax Limited,10 digit numbers,19/05/2008
9007 77,Allocated,Verizon UK Limited,10 digit numbers,10/10/1997
9007 81,Allocated,Core Telecom Limited,10 digit numbers,19/02/2007
9007 82,Allocated,Assume Nothing Limited,10 digit numbers,05/11/2007
9007 83,Allocated,Core Telecom Limited,10 digit numbers,04/05/2012
9007 84,Allocated,Nodemax Limited,10 digit numbers,19/05/2008
9007 85,Allocated,Assume Nothing Limited,10 digit numbers,05/11/2007
9007 86,Allocated,Nodemax Limited,10 digit numbers,19/05/2008
9007 87,Allocated,Assume Nothing Limited,10 digit numbers,05/11/2007
9007 88,Allocated,Nodemax Limited,10 digit numbers,19/05/2008
9007 89,Allocated,Digital Select Limited,10 digit numbers,31/01/2018
9007 90,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9007 91,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9008 00,Allocated,GCI Network Solutions Limited,10 digit numbers,02/01/2025
9008 01,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023
9008 02,Allocated,GCI Network Solutions Limited,10 digit numbers,02/01/2025
9008 03,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023
9008 04,Allocated,GCI Network Solutions Limited,10 digit numbers,02/01/2025
9008 05,Allocated,GCI Network Solutions Limited,10 digit numbers,02/01/2025
9008 06,Allocated,GCI Network Solutions Limited,10 digit numbers,02/01/2025
9008 07,Allocated,GCI Network Solutions Limited,10 digit numbers,02/01/2025
9008 08,Allocated,GCI Network Solutions Limited,10 digit numbers,02/01/2025
9008 09,Allocated,GCI Network Solutions Limited,10 digit numbers,02/01/2025
9008 10,Allocated,Dynamic Mobile Billing Limited,10 digit numbers,16/01/2006
9008 11,Allocated,Media Telecom Ltd,10 digit numbers,24/06/2010
9008 14,Allocated,Media Telecom Ltd,10 digit numbers,24/06/2010
9008 16,Allocated,TRISTAR TELECOM LIMITED,10 digit numbers,25/02/2021
9008 17,Allocated,Assume Nothing Limited,10 digit numbers,05/11/2007
9008 20,Allocated,Dynamic Mobile Billing Limited,10 digit numbers,16/01/2006
9008 21,Allocated,Nodemax Limited,10 digit numbers,19/05/2008
9008 22,Allocated,Assume Nothing Limited,10 digit numbers,05/11/2007
9008 23,Allocated,Nodemax Limited,10 digit numbers,19/05/2008
9008 24,Allocated,Assume Nothing Limited,10 digit numbers,05/11/2007
9008 25,Allocated,Content Guru Limited,10 digit numbers,06/11/2007
9008 26,Allocated,Assume Nothing Limited,10 digit numbers,05/11/2007
9008 27,Allocated,Nodemax Limited,10 digit numbers,19/05/2008
9008 28,Allocated,Telecom2 Limited,10 digit numbers,23/02/2018
9008 29,Allocated,Assume Nothing Limited,10 digit numbers,05/11/2007
9008 31,Allocated,Nodemax Limited,10 digit numbers,19/05/2008
9008 32,Allocated,Assume Nothing Limited,10 digit numbers,05/11/2007
9008 33,Allocated,Connect Telecom UK Limited,10 digit numbers,21/11/2007
9008 34,Allocated,Assume Nothing Limited,10 digit numbers,05/11/2007
9008 35,Allocated,Nodemax Limited,10 digit numbers,19/05/2008
9008 36,Allocated,Assume Nothing Limited,10 digit numbers,05/11/2007
9008 37,Allocated,Nodemax Limited,10 digit numbers,19/05/2008
9008 38,Allocated,Media Telecom Ltd,10 digit numbers,24/06/2010
9008 39,Allocated,Assume Nothing Limited,10 digit numbers,05/11/2007
9008 41,Allocated,Assume Nothing Limited,10 digit numbers,05/11/2007
9008 42,Allocated,Nodemax Limited,10 digit numbers,19/05/2008
9008 43,Allocated,Assume Nothing Limited,10 digit numbers,05/11/2007
9008 44,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016
9008 45,Allocated,Nodemax Limited,10 digit numbers,19/05/2008
9008 46,Allocated,Assume Nothing Limited,10 digit numbers,05/11/2007
9008 47,Allocated,Nodemax Limited,10 digit numbers,19/05/2008
9008 48,Allocated,Assume Nothing Limited,10 digit numbers,05/11/2007
9008 49,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016
9008 50,Allocated,Content Guru Limited,10 digit numbers,06/11/2007
9008 51,Allocated,Sports Tel Ltd,10 digit numbers,05/07/2021
9008 52,Allocated,Assume Nothing Limited,10 digit numbers,05/11/2007
9008 53,Allocated,Nodemax Limited,10 digit numbers,19/05/2008
9008 54,Allocated,Assume Nothing Limited,10 digit numbers,05/11/2007
9008 55,Allocated,Content Guru Limited,10 digit numbers,06/11/2007
9008 56,Allocated,Assume Nothing Limited,10 digit numbers,05/11/2007
9008 57,Allocated,Nodemax Limited,10 digit numbers,19/05/2008
9008 59,Allocated,Assume Nothing Limited,10 digit numbers,05/11/2007
9008 60,Quarantined,,10 digit numbers,
9008 61,Allocated,Atlas Interactive Group Limited,10 digit numbers,28/10/2005
9008 63,Allocated,Media Telecom Ltd,10 digit numbers,24/06/2010
9008 66,Allocated,Plus Telecom Limited,10 digit numbers,18/01/2006
9008 69,Free,,10 digit numbers,
9008 70,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016
9008 76,Allocated,Plus Telecom Limited,10 digit numbers,18/01/2006
9008 77,Allocated,GCI Network Solutions Limited,10 digit numbers,02/01/2025
9008 78,Allocated,Virgin Media Limited,10 digit numbers,21/06/2005
9008 79,Allocated,TalkTalk Communications Limited,10 digit numbers,20/11/2006
9008 90,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016
9008 91,Allocated,Plus Telecom Limited,10 digit numbers,18/01/2006
9008 97,Allocated,Telecom Essex Ltd,10 digit numbers,21/11/2005
9008 98,Allocated,Visional Media Limited,10 digit numbers,29/10/2024
9009 00,Allocated,Colt Technology Services,10 digit numbers,07/07/2004
9009 01,Allocated,Colt Technology Services,10 digit numbers,07/07/2004
9009 02,Allocated,Colt Technology Services,10 digit numbers,07/07/2004
9009 03,Allocated,Colt Technology Services,10 digit numbers,07/07/2004
9009 04,Allocated,Nodemax Limited,10 digit numbers,19/05/2008
9009 05,Allocated,Assume Nothing Limited,10 digit numbers,05/11/2007
9009 06,Allocated,Colt Technology Services,10 digit numbers,07/07/2004
9009 07,Allocated,Nodemax Limited,10 digit numbers,19/05/2008
9009 08,Allocated,Assume Nothing Limited,10 digit numbers,05/11/2007
9009 09,Allocated,Colt Technology Services,10 digit numbers,07/07/2004
9009 10,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/09/2013
9009 11,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/09/2013
9009 12,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/09/2013
9009 13,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/09/2013
9009 14,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/09/2013
9009 15,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/09/2013
9009 16,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/09/2013
9009 17,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/09/2013
9009 18,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/09/2013
9009 19,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/09/2013
9009 20,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/09/2013
9009 21,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/09/2013
9009 22,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/09/2013
9009 23,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/09/2013
9009 24,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/09/2013
9009 25,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/09/2013
9009 26,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/09/2013
9009 27,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/09/2013
9009 28,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/09/2013
9009 29,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/09/2013
9009 30,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016
9009 33,Allocated,Plus Telecom Limited,10 digit numbers,18/01/2006
9009 35,Allocated,Media Telecom Ltd,10 digit numbers,24/06/2010
9009 36,Allocated,Media Telecom Ltd,10 digit numbers,24/06/2010
9009 40,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016
9009 44,Allocated,TalkTalk Communications Limited,10 digit numbers,04/11/2005
9009 48,Allocated,Plus Telecom Limited,10 digit numbers,18/01/2006
9009 49,Allocated,Visional Media Limited,10 digit numbers,30/10/2024
9009 50,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9009 51,Allocated,Content Guru Limited,10 digit numbers,05/11/2007
9009 52,Allocated,Assume Nothing Limited,10 digit numbers,05/11/2007
9009 53,Allocated,Content Guru Limited,10 digit numbers,06/11/2007
9009 54,Allocated,Assume Nothing Limited,10 digit numbers,05/11/2007
9009 55,Allocated,Sound Advertising Ltd,10 digit numbers,30/10/2007
9009 56,Allocated,Nodemax Limited,10 digit numbers,19/05/2008
9009 57,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9009 60,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/09/2013
9009 61,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/09/2013
9009 62,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/09/2013
9009 63,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/09/2013
9009 64,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/09/2013
9009 65,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/09/2013
9009 66,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/09/2013
9009 67,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/09/2013
9009 68,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/09/2013
9009 69,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/09/2013
9009 70,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016
9009 73,Allocated,Atlas Interactive Group Limited,10 digit numbers,28/10/2005
9009 78,Allocated,Plus Telecom Limited,10 digit numbers,18/01/2006
9009 80,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016
9009 81,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016
9009 82,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016
9009 83,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016
9009 84,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016
9009 85,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016
9009 86,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016
9009 87,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016
9009 88,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016
9009 89,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016
9009 91,Allocated,Citrus Telecommunications Ltd,10 digit numbers,08/06/2006
9009 95,Allocated,Media Telecom Ltd,10 digit numbers,24/06/2010
9009 96,Allocated,Sound Advertising Ltd,10 digit numbers,30/10/2007
9009 98,Allocated,Content Guru Limited,10 digit numbers,05/11/2007
9010 00,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016
9010 02,Allocated,Invade International Ltd,10 digit numbers,13/01/2016
9010 03,Allocated,ETC Telecom Limited,10 digit numbers,03/09/2007
9010 04,Allocated,CFL Communications Ltd,10 digit numbers,12/11/2007
9010 05,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016
9010 06,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016
9010 07,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016
9010 08,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016
9010 09,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016
9010 10,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9010 11,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9010 12,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9010 13,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9010 14,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9010 15,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9010 16,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9010 17,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9010 18,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9010 19,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9010 20,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023
9010 21,Allocated,GCI Network Solutions Limited,10 digit numbers,02/01/2025
9010 22,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9010 23,Quarantined,,10 digit numbers,
9010 24,Allocated,4D Interactive Ltd,10 digit numbers,03/06/1998
9010 25,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9010 26,Allocated,Virgin Media Limited,10 digit numbers,23/05/2002
9010 27,Allocated,BT,10 digit numbers,30/05/2002
9010 28,Allocated,Vodafone Ltd (C&W),10 digit numbers,28/11/2024
9010 29,Allocated,Virgin Media Limited,10 digit numbers,17/09/1998
9010 30,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9010 31,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023
9010 32,Allocated,Adviqo UK Limited,10 digit numbers,12/06/2012
9010 33,Allocated,Virgin Media Limited,10 digit numbers,17/04/1998
9010 34,Allocated,Nuso Cloud UK Limited,10 digit numbers,06/11/2015
9010 35,Allocated,4D Interactive Ltd,10 digit numbers,11/10/1999
9010 38,Allocated,Eircom (UK) Limited,10 digit numbers,31/01/2000
9010 39,Allocated,Pulsant (Scotland) Limited,10 digit numbers,20/02/2009
9010 50,Allocated,Invade International Ltd,10 digit numbers,13/01/2016
9010 51,Quarantined,,10 digit numbers,
9010 52,Allocated,Colt Technology Services,10 digit numbers,25/07/2005
9010 55,Allocated,Vodafone Ltd (C&W),10 digit numbers,18/09/2013
9010 60,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9010 62,Allocated,Eircom (UK) Limited,10 digit numbers,31/01/2000
9010 63,Allocated,Vodafone Ltd (C&W),10 digit numbers,28/11/2024
9010 65,Quarantined,,10 digit numbers,
9010 66,Allocated,Virgin Media Limited,10 digit numbers,17/04/1998
9010 67,Allocated,4D Interactive Ltd,10 digit numbers,03/06/1998
9010 68,Allocated,BT,10 digit numbers,28/11/2007
9010 69,Allocated,ETC Telecom Limited,10 digit numbers,03/09/2007
9010 70,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/09/2013
9010 71,Allocated,Eircom (UK) Limited,10 digit numbers,31/01/2000
9010 72,Allocated,Promotions4All Ltd,10 digit numbers,06/01/2010
9010 73,Allocated,CFL Communications Ltd,10 digit numbers,12/11/2007
9010 76,Allocated,GCI Network Solutions Limited,10 digit numbers,02/01/2025
9010 77,Allocated,BT,10 digit numbers,29/05/2002
9010 78,Allocated,TalkTalk Communications Limited,10 digit numbers,29/06/2006
9010 79,Allocated,ETC Telecom Limited,10 digit numbers,03/09/2007
9010 82,Allocated,Media Telecom Ltd,10 digit numbers,24/06/2010
9010 83,Allocated,Media Telecom Ltd,10 digit numbers,24/06/2010
9010 87,Allocated,Nodemax Limited,10 digit numbers,19/05/2008
9010 89,Allocated,Plus Telecom Limited,10 digit numbers,18/01/2006
9010 90,Allocated,ETC Telecom Limited,10 digit numbers,03/09/2007
9010 91,Allocated,Virgin Media Limited,10 digit numbers,03/11/1998
9010 92,Allocated,Vocalis Telecom,10 digit numbers,27/12/2001
9010 94,Allocated,Redcentric Solutions Limited,10 digit numbers,26/05/2016
9010 95,Allocated,GCI Network Solutions Limited,10 digit numbers,02/01/2025
9011 01,Allocated,Vodafone Ltd (C&W),10 digit numbers,28/11/2024
9011 02,Allocated,TalkTalk Communications Limited,10 digit numbers,29/06/2006
9011 04,Allocated,Telecom2 Limited,10 digit numbers,17/08/2009
9011 05,Allocated,Windsor Telecom Limited,10 digit numbers,25/01/2002
9011 06,Allocated,WAVECREST NETWORKS LIMITED,10 digit numbers,17/12/2019
9011 07,Allocated,Promotions4All Ltd,10 digit numbers,06/01/2010
9011 08,Quarantined,,10 digit numbers,
9011 10,Allocated,BT,10 digit numbers,10/10/1997
9011 11,Allocated,BT,10 digit numbers,10/10/1997
9011 12,Allocated,BT,10 digit numbers,10/10/1997
9011 13,Allocated,BT,10 digit numbers,10/10/1997
9011 14,Allocated,BT,10 digit numbers,10/10/1997
9011 16,Allocated,BT,10 digit numbers,10/10/1997
9011 17,Allocated,BT,10 digit numbers,10/10/1997
9011 18,Allocated,BT,10 digit numbers,10/10/1997
9011 19,Allocated,BT,10 digit numbers,10/10/1997
9011 20,Allocated,BT,10 digit numbers,10/10/1997
9011 21,Allocated,BT,10 digit numbers,10/10/1997
9011 22,Allocated,BT,10 digit numbers,10/10/1997
9011 23,Allocated,Media Telecom Ltd,10 digit numbers,24/06/2010
9011 25,Allocated,BT,10 digit numbers,10/10/1997
9011 26,Allocated,CFL Communications Ltd,10 digit numbers,21/10/2011
9011 27,Allocated,BT,10 digit numbers,10/10/1997
9011 28,Allocated,BT,10 digit numbers,10/10/1997
9011 29,Allocated,ETC Telecom Limited,10 digit numbers,03/09/2007
9011 30,Allocated,BT,10 digit numbers,10/10/1997
9011 31,Allocated,BT,10 digit numbers,10/10/1997
9011 32,Allocated,BT,10 digit numbers,10/10/1997
9011 33,Allocated,BT,10 digit numbers,10/10/1997
9011 34,Allocated,BT,10 digit numbers,10/10/1997
