NMS Number Block: Number Block,Block Status,CP Name,Non Geo Number Length,Allocation Date
7026 2,Protected,,10 digit numbers,
7026 3,Quarantined,,10 digit numbers,
7026 4,Allocated,Core Telecom Limited,10 digit numbers,03/05/2012
7026 5,Quarantined,,10 digit numbers,
7026 6,Quarantined,,10 digit numbers,
7026 7,Quarantined,,10 digit numbers,
7026 8,Quarantined,,10 digit numbers,
7026 9,Protected,,10 digit numbers,
7027 0,Quarantined,,10 digit numbers,
7027 1,Quarantined,,10 digit numbers,
7027 2,Quarantined,,10 digit numbers,
7027 3,Protected,,10 digit numbers,
7027 4,Quarantined,,10 digit numbers,
7027 5,Quarantined,,10 digit numbers,
7027 6,Quarantined,,10 digit numbers,
7027 7,Quarantined,,10 digit numbers,
7027 8,Quarantined,,10 digit numbers,
7027 9,Quarantined,,10 digit numbers,
7028 0,Quarantined,,10 digit numbers,
7028 1,Protected,,10 digit numbers,
7028 20,Allocated,Colt Technology Services,10 digit numbers,02/06/2009
7028 21,Protected,,10 digit numbers,
7028 22,Allocated,Business Broadcast Communications Limited,10 digit numbers,16/10/2009
7028 23,Protected,,10 digit numbers,
7028 24,Allocated,Business Broadcast Communications Limited,10 digit numbers,16/10/2009
7028 25,Protected,,10 digit numbers,
7028 26,Allocated,Business Broadcast Communications Limited,10 digit numbers,16/10/2009
7028 27,Protected,,10 digit numbers,
7028 28,Protected,,10 digit numbers,
7028 29,Allocated,Business Broadcast Communications Limited,10 digit numbers,16/10/2009
7028 30,Protected,,10 digit numbers,
7028 31,Quarantined,,10 digit numbers,
7028 32,Quarantined,,10 digit numbers,
7028 33,Protected,,10 digit numbers,
7028 34,Protected,,10 digit numbers,
7028 35,Protected,,10 digit numbers,
7028 36,Protected,,10 digit numbers,
7028 37,Protected,,10 digit numbers,
7028 38,Protected,,10 digit numbers,
7028 39,Protected,,10 digit numbers,
7028 40,Allocated,Colt Technology Services,10 digit numbers,02/06/2009
7028 41,Allocated,Colt Technology Services,10 digit numbers,02/06/2009
7028 42,Protected,,10 digit numbers,
7028 43,Allocated,Business Broadcast Communications Limited,10 digit numbers,16/10/2009
7028 44,Protected,,10 digit numbers,
7028 45,Protected,,10 digit numbers,
7028 46,Allocated,Business Broadcast Communications Limited,10 digit numbers,16/10/2009
7028 47,Protected,,10 digit numbers,
7028 48,Allocated,Colt Technology Services,10 digit numbers,02/06/2009
7028 49,Allocated,Colt Technology Services,10 digit numbers,02/06/2009
7028 5,Allocated,Colt Technology Services,10 digit numbers,14/07/1998
7028 60,Allocated,Colt Technology Services,10 digit numbers,02/06/2009
7028 61,Allocated,Colt Technology Services,10 digit numbers,02/06/2009
7028 62,Allocated,Colt Technology Services,10 digit numbers,02/06/2009
7028 63,Allocated,Colt Technology Services,10 digit numbers,02/06/2009
7028 64,Allocated,Colt Technology Services,10 digit numbers,02/06/2009
7028 65,Allocated,Business Broadcast Communications Limited,10 digit numbers,16/10/2009
7028 66,Protected,,10 digit numbers,
7028 67,Protected,,10 digit numbers,
7028 68,Allocated,Business Broadcast Communications Limited,10 digit numbers,16/10/2009
7028 69,Protected,,10 digit numbers,
7028 70,Allocated,Colt Technology Services,10 digit numbers,14/07/1998
7028 71,Protected,,10 digit numbers,
7028 72,Protected,,10 digit numbers,
7028 73,Allocated,Colt Technology Services,10 digit numbers,14/07/1998
7028 74,Protected,,10 digit numbers,
7028 75,Allocated,Colt Technology Services,10 digit numbers,14/07/1998
7028 76,Protected,,10 digit numbers,
7028 77,Protected,,10 digit numbers,
7028 78,Protected,,10 digit numbers,
7028 79,Protected,,10 digit numbers,
7028 80,Allocated,Colt Technology Services,10 digit numbers,14/07/1998
7028 81,Allocated,Colt Technology Services,10 digit numbers,14/07/1998
7028 82,Allocated,Colt Technology Services,10 digit numbers,14/07/1998
7028 83,Allocated,Colt Technology Services,10 digit numbers,14/07/1998
7028 84,Protected,,10 digit numbers,
7028 85,Allocated,Colt Technology Services,10 digit numbers,14/07/1998
7028 86,Allocated,Colt Technology Services,10 digit numbers,14/07/1998
7028 87,Allocated,Colt Technology Services,10 digit numbers,14/07/1998
7028 88,Allocated,Colt Technology Services,10 digit numbers,14/07/1998
7028 89,Protected,,10 digit numbers,
7028 90,Protected,,10 digit numbers,
7028 91,Protected,,10 digit numbers,
7028 92,Protected,,10 digit numbers,
7028 93,Protected,,10 digit numbers,
7028 94,Protected,,10 digit numbers,
7028 95,Protected,,10 digit numbers,
7028 96,Protected,,10 digit numbers,
7028 97,Protected,,10 digit numbers,
7028 98,Protected,,10 digit numbers,
7028 99,Protected,,10 digit numbers,
7029 00,Allocated,Relax Telecom Limited,10 digit numbers,09/02/2009
7029 01,Allocated,Business Broadcast Communications Limited,10 digit numbers,16/10/2009
7029 02,Allocated,Promotions4All Ltd,10 digit numbers,07/01/2010
7029 03,Allocated,Business Broadcast Communications Limited,10 digit numbers,16/10/2009
7029 04,Allocated,Promotions4All Ltd,10 digit numbers,07/01/2010
7029 05,Allocated,Business Broadcast Communications Limited,10 digit numbers,16/10/2009
7029 06,Allocated,Promotions4All Ltd,10 digit numbers,07/01/2010
7029 07,Allocated,Business Broadcast Communications Limited,10 digit numbers,16/10/2009
7029 08,Protected,,10 digit numbers,
7029 09,Protected,,10 digit numbers,
7029 10,Protected,,10 digit numbers,
7029 11,Protected,,10 digit numbers,
7029 12,Protected,,10 digit numbers,
7029 13,Protected,,10 digit numbers,
7029 14,Protected,,10 digit numbers,
7029 15,Protected,,10 digit numbers,
7029 16,Protected,,10 digit numbers,
7029 17,Protected,,10 digit numbers,
7029 18,Protected,,10 digit numbers,
7029 19,Protected,,10 digit numbers,
7029 20,Protected,,10 digit numbers,
7029 21,Protected,,10 digit numbers,
7029 22,Protected,,10 digit numbers,
7029 23,Protected,,10 digit numbers,
7029 24,Protected,,10 digit numbers,
7029 25,Protected,,10 digit numbers,
7029 26,Protected,,10 digit numbers,
7029 27,Protected,,10 digit numbers,
7029 28,Allocated,Sound Advertising Ltd,10 digit numbers,10/03/2011
7029 29,Protected,,10 digit numbers,
7029 3,Allocated,Colt Technology Services,10 digit numbers,20/11/2002
7029 40,Allocated,Promotions4All Ltd,10 digit numbers,07/01/2010
7029 41,Protected,,10 digit numbers,
7029 42,Allocated,Promotions4All Ltd,10 digit numbers,07/01/2010
7029 43,Protected,,10 digit numbers,
7029 44,Protected,,10 digit numbers,
7029 45,Allocated,Promotions4All Ltd,10 digit numbers,07/01/2010
7029 46,Allocated,Promotions4All Ltd,10 digit numbers,07/01/2010
7029 47,Protected,,10 digit numbers,
7029 48,Allocated,Promotions4All Ltd,10 digit numbers,07/01/2010
7029 49,Allocated,Promotions4All Ltd,10 digit numbers,07/01/2010
7029 5,Allocated,Citrus Telecommunications Ltd,10 digit numbers,19/01/2005
7029 6,Protected,,10 digit numbers,
7029 70,Protected,,10 digit numbers,
7029 71,Protected,,10 digit numbers,
7029 72,Protected,,10 digit numbers,
7029 73,Protected,,10 digit numbers,
7029 74,Protected,,10 digit numbers,
7029 75,Protected,,10 digit numbers,
7029 76,Protected,,10 digit numbers,
7029 77,Protected,,10 digit numbers,
7029 78,Protected,,10 digit numbers,
7029 79,Protected,,10 digit numbers,
7029 8,Protected,,10 digit numbers,
7029 90,Protected,,10 digit numbers,
7029 91,Protected,,10 digit numbers,
7029 92,Protected,,10 digit numbers,
7029 93,Protected,,10 digit numbers,
7029 94,Protected,,10 digit numbers,
7029 95,Protected,,10 digit numbers,
7029 96,Protected,,10 digit numbers,
7029 97,Protected,,10 digit numbers,
7029 98,Protected,,10 digit numbers,
7029 99,Protected,,10 digit numbers,
7030 0,Allocated,Barritel Limited,10 digit numbers,10/09/2002
7030 1,Allocated,GCI Network Solutions Limited,10 digit numbers,12/06/2024
7030 2,Protected,,10 digit numbers,
7030 3,Allocated,TalkTalk Communications Limited,10 digit numbers,09/10/2003
7030 4,Allocated,TalkTalk Communications Limited,10 digit numbers,29/06/2006
7030 50,Allocated,Atlantic Communications Corp Ltd,10 digit numbers,08/11/2013
7030 51,Protected,,10 digit numbers,
7030 52,Protected,,10 digit numbers,
7030 53,Protected,,10 digit numbers,
7030 54,Protected,,10 digit numbers,
7030 55,Protected,,10 digit numbers,
7030 56,Protected,,10 digit numbers,
7030 57,Protected,,10 digit numbers,
7030 58,Protected,,10 digit numbers,
7030 59,Allocated,Atlantic Communications Corp Ltd,10 digit numbers,08/11/2013
7030 6,Allocated,Nexus Telecommunications Limited,10 digit numbers,08/06/2000
7030 7,Protected,,10 digit numbers,
7030 80,Allocated,Atlantic Communications Corp Ltd,10 digit numbers,08/11/2013
7030 81,Protected,,10 digit numbers,
7030 82,Protected,,10 digit numbers,
7030 83,Protected,,10 digit numbers,
7030 84,Protected,,10 digit numbers,
7030 85,Protected,,10 digit numbers,
7030 86,Protected,,10 digit numbers,
7030 87,Protected,,10 digit numbers,
7030 88,Protected,,10 digit numbers,
7030 89,Allocated,Atlantic Communications Corp Ltd,10 digit numbers,08/11/2013
7030 9,Allocated,Atlas Interactive Group Limited,10 digit numbers,05/04/2000
7031 0,Allocated,Sala Trading Ltd,10 digit numbers,06/03/2000
7031 1,Protected,,10 digit numbers,
7031 2,Protected,,10 digit numbers,
7031 30,Protected,,10 digit numbers,
7031 31,Protected,,10 digit numbers,
7031 32,Protected,,10 digit numbers,
7031 33,Protected,,10 digit numbers,
7031 34,Protected,,10 digit numbers,
7031 35,Protected,,10 digit numbers,
7031 36,Protected,,10 digit numbers,
7031 37,Protected,,10 digit numbers,
7031 38,Protected,,10 digit numbers,
7031 39,Protected,,10 digit numbers,
7031 4,Protected,,10 digit numbers,
7031 50,Allocated,Nodemax Limited,10 digit numbers,29/05/2008
7031 51,Allocated,Nodemax Limited,10 digit numbers,29/05/2008
7031 52,Allocated,Nodemax Limited,10 digit numbers,29/05/2008
7031 53,Allocated,Nodemax Limited,10 digit numbers,29/05/2008
7031 54,Allocated,Nodemax Limited,10 digit numbers,29/05/2008
7031 55,Allocated,Nodemax Limited,10 digit numbers,29/05/2008
7031 56,Allocated,Nodemax Limited,10 digit numbers,29/05/2008
7031 57,Allocated,Nodemax Limited,10 digit numbers,29/05/2008
7031 58,Allocated,Nodemax Limited,10 digit numbers,29/05/2008
7031 59,Allocated,Nodemax Limited,10 digit numbers,29/05/2008
7031 6,Allocated,Magrathea Telecommunications Limited,10 digit numbers,16/03/2002
7031 7,Allocated,Magrathea Telecommunications Limited,10 digit numbers,16/03/2002
7031 8,Allocated,Magrathea Telecommunications Limited,10 digit numbers,16/03/2002
7031 9,Allocated,Magrathea Telecommunications Limited,10 digit numbers,16/03/2002
7032 00,Allocated,Sound Advertising Ltd,10 digit numbers,10/03/2011
7032 01,Protected,,10 digit numbers,
7032 02,Protected,,10 digit numbers,
7032 03,Protected,,10 digit numbers,
7032 04,Protected,,10 digit numbers,
7032 05,Protected,,10 digit numbers,
7032 06,Protected,,10 digit numbers,
7032 07,Protected,,10 digit numbers,
7032 08,Protected,,10 digit numbers,
7032 09,Protected,,10 digit numbers,
7032 1,Protected,,10 digit numbers,
7032 2,Protected,,10 digit numbers,
7032 3,Protected,,10 digit numbers,
7032 4,Protected,,10 digit numbers,
7032 50,Protected,,10 digit numbers,
7032 51,Protected,,10 digit numbers,
7032 52,Protected,,10 digit numbers,
7032 53,Protected,,10 digit numbers,
7032 54,Protected,,10 digit numbers,
7032 55,Protected,,10 digit numbers,
7032 56,Protected,,10 digit numbers,
7032 57,Protected,,10 digit numbers,
7032 58,Protected,,10 digit numbers,
7032 59,Protected,,10 digit numbers,
7032 60,Protected,,10 digit numbers,
7032 61,Protected,,10 digit numbers,
7032 62,Protected,,10 digit numbers,
7032 63,Protected,,10 digit numbers,
7032 64,Protected,,10 digit numbers,
7032 65,Protected,,10 digit numbers,
7032 66,Protected,,10 digit numbers,
7032 67,Protected,,10 digit numbers,
7032 68,Protected,,10 digit numbers,
7032 69,Protected,,10 digit numbers,
7032 70,Protected,,10 digit numbers,
7032 71,Protected,,10 digit numbers,
7032 72,Protected,,10 digit numbers,
7032 73,Protected,,10 digit numbers,
7032 74,Protected,,10 digit numbers,
7032 75,Protected,,10 digit numbers,
7032 76,Protected,,10 digit numbers,
7032 77,Protected,,10 digit numbers,
7032 78,Protected,,10 digit numbers,
7032 79,Protected,,10 digit numbers,
7032 80,Protected,,10 digit numbers,
7032 81,Protected,,10 digit numbers,
7032 82,Protected,,10 digit numbers,
7032 83,Protected,,10 digit numbers,
7032 84,Protected,,10 digit numbers,
7032 85,Protected,,10 digit numbers,
7032 86,Protected,,10 digit numbers,
7032 87,Protected,,10 digit numbers,
7032 88,Protected,,10 digit numbers,
7032 89,Protected,,10 digit numbers,
7032 90,Protected,,10 digit numbers,
7032 91,Protected,,10 digit numbers,
7032 92,Protected,,10 digit numbers,
7032 93,Protected,,10 digit numbers,
7032 94,Protected,,10 digit numbers,
7032 95,Protected,,10 digit numbers,
7032 96,Protected,,10 digit numbers,
7032 97,Protected,,10 digit numbers,
7032 98,Protected,,10 digit numbers,
7032 99,Protected,,10 digit numbers,
7033 0,Protected,,10 digit numbers,
7033 1,Allocated,24 Seven Communications Limited,10 digit numbers,17/03/2008
7033 2,Protected,,10 digit numbers,
7033 3,Protected,,10 digit numbers,
7033 4,Protected,,10 digit numbers,
7033 50,Protected,,10 digit numbers,
7033 51,Protected,,10 digit numbers,
7033 52,Protected,,10 digit numbers,
7033 53,Allocated,Sound Advertising Ltd,10 digit numbers,10/03/2011
7033 54,Protected,,10 digit numbers,
7033 55,Protected,,10 digit numbers,
7033 56,Protected,,10 digit numbers,
7033 57,Protected,,10 digit numbers,
7033 58,Protected,,10 digit numbers,
7033 59,Protected,,10 digit numbers,
7033 6,Protected,,10 digit numbers,
7033 70,Protected,,10 digit numbers,
7033 71,Protected,,10 digit numbers,
7033 72,Protected,,10 digit numbers,
7033 73,Protected,,10 digit numbers,
7033 74,Protected,,10 digit numbers,
7033 75,Protected,,10 digit numbers,
7033 76,Protected,,10 digit numbers,
7033 77,Protected,,10 digit numbers,
7033 78,Protected,,10 digit numbers,
7033 79,Protected,,10 digit numbers,
7033 8,Protected,,10 digit numbers,
7033 90,Protected,,10 digit numbers,
7033 91,Protected,,10 digit numbers,
7033 92,Protected,,10 digit numbers,
7033 93,Protected,,10 digit numbers,
7033 94,Protected,,10 digit numbers,
7033 95,Protected,,10 digit numbers,
7033 96,Protected,,10 digit numbers,
7033 97,Protected,,10 digit numbers,
7033 98,Protected,,10 digit numbers,
7033 99,Protected,,10 digit numbers,
7034 0,Protected,,10 digit numbers,
7034 1,Protected,,10 digit numbers,
7034 2,Allocated,Media Telecom Ltd,10 digit numbers,29/06/2010
7034 3,Protected,,10 digit numbers,
7034 4,Protected,,10 digit numbers,
7034 5,Protected,,10 digit numbers,
7034 6,Protected,,10 digit numbers,
7034 70,Protected,,10 digit numbers,
7034 71,Allocated,Telappliant Limited,10 digit numbers,02/06/2010
7034 72,Allocated,Telecom2 Limited,10 digit numbers,05/07/2010
7034 73,Allocated,M P Tanner Limited t/a FIO Telecom,10 digit numbers,16/06/2010
7034 74,Allocated,Telecom2 Limited,10 digit numbers,05/07/2010
7034 75,Allocated,Telecom2 Limited,10 digit numbers,05/07/2010
7034 76,Allocated,Telecom2 Limited,10 digit numbers,05/07/2010
7034 77,Protected,,10 digit numbers,
7034 78,Allocated,Telecom2 Limited,10 digit numbers,05/07/2010
7034 79,Allocated,Telecom2 Limited,10 digit numbers,05/07/2010
7034 8,Protected,,10 digit numbers,
7034 90,Protected,,10 digit numbers,
7034 91,Allocated,Telecom2 Limited,10 digit numbers,05/07/2010
7034 92,Allocated,Telecom2 Limited,10 digit numbers,05/07/2010
7034 93,Allocated,Telecom2 Limited,10 digit numbers,05/07/2010
7034 94,Protected,,10 digit numbers,
7034 95,Allocated,Telecom2 Limited,10 digit numbers,05/07/2010
7034 96,Allocated,Media Telecom Ltd,10 digit numbers,06/08/2010
7034 97,Allocated,Media Telecom Ltd,10 digit numbers,06/08/2010
7034 98,Allocated,Media Telecom Ltd,10 digit numbers,06/08/2010
7034 99,Protected,,10 digit numbers,
7035 0,Protected,,10 digit numbers,
7035 10,Protected,,10 digit numbers,
7035 11,Protected,,10 digit numbers,
7035 12,Protected,,10 digit numbers,
7035 13,Allocated,Media Telecom Ltd,10 digit numbers,06/08/2010
7035 14,Protected,,10 digit numbers,
7035 15,Allocated,Media Telecom Ltd,10 digit numbers,06/08/2010
7035 16,Protected,,10 digit numbers,
7035 17,Allocated,M P Tanner Limited t/a FIO Telecom,10 digit numbers,16/06/2010
7035 18,Protected,,10 digit numbers,
7035 19,Allocated,Media Telecom Ltd,10 digit numbers,06/08/2010
7035 2,Protected,,10 digit numbers,
7035 3,Protected,,10 digit numbers,
7035 4,Allocated,Magrathea Telecommunications Limited,10 digit numbers,25/11/2005
7035 5,Protected,,10 digit numbers,
7035 6,Protected,,10 digit numbers,
7035 7,Allocated,24 Seven Communications Limited,10 digit numbers,12/09/2011
7035 8,Protected,,10 digit numbers,
7035 9,Allocated,TAP GATEWAY LTD,10 digit numbers,02/07/2020
7036 0,Protected,,10 digit numbers,
7036 1,Allocated,Dynamic Mobile Billing Limited,10 digit numbers,12/01/2006
7036 2,Allocated,Dynamic Mobile Billing Limited,10 digit numbers,12/01/2006
7036 3,Protected,,10 digit numbers,
7036 4,Allocated,24 Seven Communications Limited,10 digit numbers,12/09/2011
7036 5,Allocated,Telecom Essex Ltd,10 digit numbers,21/11/2005
7036 6,Protected,,10 digit numbers,
7036 7,Protected,,10 digit numbers,
7036 8,Protected,,10 digit numbers,
7036 9,Allocated,Dynamic Mobile Billing Limited,10 digit numbers,12/01/2006
7037 0,Allocated,Media Telecom Ltd,10 digit numbers,29/06/2010
7037 1,Allocated,Media Telecom Ltd,10 digit numbers,29/06/2010
