NMS Number Block: Number Block,Block Status,CP Name,Geographic Number Length,Allocation Date,Notes
1131 77,Protected,,(0)+10,,
1131 78,Protected,,(0)+10,,
1131 79,Protected,,(0)+10,,
1131 80,Protected,,(0)+10,,
1131 81,Protected,,(0)+10,,
1131 82,Protected,,(0)+10,,
1131 83,Protected,,(0)+10,,
1131 84,Protected,,(0)+10,,
1131 85,Protected,,(0)+10,,
1131 86,Protected,,(0)+10,,
1131 87,Protected,,(0)+10,,
1131 88,Protected,,(0)+10,,
1131 89,Protected,,(0)+10,,
1131 90,Protected,,(0)+10,,
1131 91,Protected,,(0)+10,,
1131 92,Protected,,(0)+10,,
1131 93,Protected,,(0)+10,,
1131 94,Protected,,(0)+10,,
1131 95,Protected,,(0)+10,,
1131 96,Protected,,(0)+10,,
1131 97,Protected,,(0)+10,,
1131 98,Protected,,(0)+10,,
1131 99,Protected,,(0)+10,,
1132 00,Allocated,BT,3+7,21/03/1995,
1132 01,Allocated,BT,3+7,17/04/1997,
1132 02,Allocated,BT,3+7,22/08/1995,
1132 03,Allocated,BT,3+7,03/07/1996,
1132 04,Allocated,BT,3+7,22/12/1995,
1132 05,Allocated,BT,3+7,20/09/1995,
1132 06,Allocated,Gamma Telecom Holdings Limited,3+7,06/06/2023,
1132 07,Allocated,GCI Network Solutions Limited,3+7,20/12/2023,
1132 08,Allocated,Vodafone Ltd (C&W),3+7,19/07/2013,
1132 09,Allocated,Vodafone Ltd (C&W),3+7,19/07/2013,
1132 10,Allocated,Virgin Media Limited,3+7,13/12/1996,
1132 11,Protected,,3+7,,
1132 12,Allocated,Virgin Media Limited,3+7,29/05/2002,
1132 13,Allocated,GCI Network Solutions Limited,3+7,20/12/2023,
1132 14,Allocated,BT,3+7,28/11/1995,
1132 15,Allocated,BT,3+7,25/07/1996,
1132 16,Allocated,Virgin Media Limited,3+7,22/10/1996,
1132 17,Allocated,Virgin Media Limited,3+7,14/02/1997,
1132 18,Allocated,BT,3+7,06/09/1996,
1132 19,Allocated,Virgin Media Limited,3+7,15/05/1997,
1132 20,Allocated,BT,3+7,11/05/1995,
1132 21,Allocated,Redcentric Solutions Limited,3+7,05/06/2015,
1132 22,Allocated,GCI Network Solutions Limited,3+7,20/12/2023,
1132 23,Allocated,GCI Network Solutions Limited,3+7,20/12/2023,
1132 24,Allocated,BT,3+7,27/07/1995,
1132 25,Allocated,Virgin Media Limited,3+7,26/07/1995,
1132 26,Allocated,Virgin Media Limited,3+7,27/07/1995,
1132 27,Allocated,GCI Network Solutions Limited,3+7,20/12/2023,
1132 28,Allocated,Virgin Media Limited,3+7,20/03/1996,
1132 29,Allocated,Virgin Media Limited,3+7,16/08/1996,
1132 30,Allocated,BT,3+7,15/07/1994,
1132 31,Allocated,BT,3+7,15/07/1994,
1132 32,Allocated,BT,3+7,15/07/1994,
1132 33,Allocated,BT,3+7,15/07/1994,
1132 34,Allocated,BT,3+7,15/07/1994,
1132 35,Allocated,BT,3+7,15/07/1994,
1132 36,Allocated,BT,3+7,15/07/1994,
1132 37,Allocated,BT,3+7,15/07/1994,
1132 38,Allocated,BT,3+7,15/07/1994,
1132 39,Allocated,BT,3+7,15/07/1994,
1132 40,Allocated,BT,3+7,15/07/1994,
1132 41,Allocated,BT,3+7,15/07/1994,
1132 42,Allocated,BT,3+7,15/07/1994,
1132 43,Allocated,BT,3+7,15/07/1994,
1132 44,Allocated,BT,3+7,15/07/1994,
1132 45,Allocated,BT,3+7,15/07/1994,
1132 46,Allocated,BT,3+7,15/07/1994,
1132 47,Allocated,BT,3+7,15/07/1994,
1132 48,Allocated,BT,3+7,15/07/1994,
1132 49,Allocated,BT,3+7,15/07/1994,
1132 50,Allocated,BT,3+7,15/07/1994,
1132 51,Allocated,Vodafone Ltd (C&W),3+7,19/07/2013,
1132 52,Allocated,BT,3+7,15/07/1994,
1132 53,Allocated,BT,3+7,15/07/1994,
1132 54,Allocated,Vodafone Ltd (C&W),3+7,19/07/2013,
1132 55,Allocated,BT,3+7,15/07/1994,
1132 56,Allocated,BT,3+7,15/07/1994,
1132 57,Allocated,BT,3+7,15/07/1994,
1132 58,Allocated,BT,3+7,15/07/1994,
1132 59,Allocated,BT,3+7,15/07/1994,
1132 60,Allocated,BT,3+7,15/07/1994,
1132 61,Allocated,BT,3+7,15/07/1994,
1132 62,Allocated,BT,3+7,15/07/1994,
1132 63,Allocated,BT,3+7,15/07/1994,
1132 64,Allocated,BT,3+7,15/07/1994,
1132 65,Allocated,BT,3+7,15/07/1994,
1132 66,Allocated,BT,3+7,15/07/1994,
1132 67,Allocated,BT,3+7,15/07/1994,
1132 68,Allocated,BT,3+7,15/07/1994,
1132 69,Allocated,BT,3+7,15/07/1994,
1132 70,Allocated,BT,3+7,15/07/1994,
1132 71,Allocated,BT,3+7,15/07/1994,
1132 72,Allocated,BT,3+7,15/07/1994,
1132 73,Allocated,BT,3+7,15/07/1994,
1132 74,Allocated,BT,3+7,15/07/1994,
1132 75,Allocated,BT,3+7,15/07/1994,
1132 76,Allocated,BT,3+7,15/07/1994,
1132 77,Allocated,BT,3+7,15/07/1994,
1132 78,Allocated,BT,3+7,15/07/1994,
1132 79,Allocated,BT,3+7,15/07/1994,
1132 80,Allocated,Vodafone Ltd (C&W),3+7,19/07/2013,
1132 81,Allocated,BT,3+7,15/07/1994,
1132 82,Allocated,BT,3+7,15/07/1994,
1132 83,Allocated,Vodafone Ltd (C&W),3+7,19/07/2013,
1132 84,Allocated,BT,3+7,15/07/1994,
1132 85,Allocated,BT,3+7,15/07/1994,
1132 86,Allocated,BT,3+7,15/07/1994,
1132 87,Allocated,BT,3+7,15/07/1994,
1132 88,Allocated,BT,3+7,15/07/1994,
1132 89,Allocated,BT,3+7,15/07/1994,
1132 90,Allocated,BT,3+7,21/05/1997,
1132 91,Allocated,BT,3+7,15/07/1994,
1132 92,Allocated,Vodafone Ltd (C&W),3+7,19/07/2013,
1132 93,Allocated,Virgin Media Limited,3+7,16/05/1995,
1132 94,Allocated,Virgin Media Limited,3+7,16/05/1995,
1132 95,Allocated,Virgin Media Limited,3+7,16/05/1995,
1132 96,Allocated,BT,3+7,15/07/1994,
1132 97,Allocated,GCI Network Solutions Limited,3+7,22/12/2023,
1132 98,Allocated,Vodafone Ltd (C&W),3+7,17/11/2021,
1132 99,Allocated,24 Seven Cloud Communications Ltd,3+7,30/07/2019,
1133 00,Allocated,Virgin Media Limited,3+7,14/01/1998,
1133 01,Allocated,Verizon UK Limited,3+7,12/07/1999,
1133 02,Allocated,DRD Communications Limited,3+7,05/10/2023,
1133 03,Allocated,Vodafone Ltd (C&W),3+7,29/06/2018,
1133 04,Quarantined,,3+7,,
1133 05,Allocated,Virgin Media Limited,3+7,01/08/1997,
1133 06,Allocated,BT,3+7,27/11/1998,
1133 07,Allocated,BT,3+7,19/07/1999,
1133 08,Allocated,Vodafone Ltd (C&W),3+7,15/11/2021,
1133 09,Protected,,3+7,,
1133 10,Allocated,Net-Work Internet Ltd,3+7,21/09/2007,
1133 11,Allocated,Eircom (UK) Limited,3+7,02/07/2007,
1133 12,Allocated,GCI Network Solutions Limited,3+7,19/04/2017,
1133 13,Protected,,3+7,,
1133 14,Allocated,Vodafone Ltd (C&W),3+7,19/07/2013,
1133 15,Protected,,3+7,,
1133 16,Allocated,Digital Space Group Limited,3+7,15/03/2016,
1133 17,Protected,,3+7,,
1133 18,Allocated,TalkTalk Communications Limited,3+7,08/05/2007,
1133 19,Allocated,Solutios Limited,3+7,19/08/2008,
1133 20,Allocated,AQL Wholesale Ltd,3+7,29/10/2004,
1133 21,Allocated,TalkTalk Communications Limited,3+7,14/10/2013,
1133 22,Allocated,Gamma Telecom Holdings Limited,3+7,01/03/2004,
1133 23,Allocated,Gamma Telecom Holdings Limited,3+7,26/03/2014,
1133 24,Allocated,Vodafone Ltd (C&W),3+7,19/07/2013,
1133 25,Protected,,3+7,,
1133 26,Allocated,Vodafone Limited,3+7,24/03/2005,
1133 27,Allocated,GCI Network Solutions Limited,3+7,19/04/2017,
1133 28,Allocated,WAVECREST NETWORKS LIMITED,3+7,16/12/2019,
1133 29,Allocated,Linear Telecoms Limited,3+7,01/10/2010,
1133 30,Allocated,TGL Services (UK) Ltd,3+7,02/02/2015,
1133 31,Allocated,Six Degrees Technology Group Limited,3+7,06/04/2020,
1133 32,Allocated,Invade International Ltd,3+7,12/01/2016,
1133 33,Allocated,GCI Network Solutions Limited,3+7,22/12/2023,
1133 34,Allocated,Gamma Telecom Holdings Limited,3+7,22/09/2021,
1133 35,Allocated,GCI Network Solutions Limited,3+7,20/04/2017,
1133 36,Allocated,GCI Network Solutions Limited,3+7,22/12/2023,
1133 37,Allocated,BT,3+7,22/07/2014,
1133 38,Allocated,Vodafone Ltd (C&W),3+7,17/11/2021,
1133 39,Allocated,Telecom2 Limited,3+7,01/09/2009,
1133 40,Allocated,Gamma Telecom Holdings Limited,3+7,21/12/2021,
1133 41,Allocated,Lumen Technologies UK Limited,3+7,08/10/2003,
1133 42,Allocated,Citrus Telecommunications Ltd,3+7,02/08/2005,
1133 43,Allocated,GCI Network Solutions Limited,3+7,26/02/2024,
1133 44,Allocated,GCI Network Solutions Limited,3+7,22/12/2023,
1133 45,Allocated,TalkTalk Communications Limited,3+7,25/05/2005,
1133 46,Allocated,GCI Network Solutions Limited,3+7,22/12/2023,
1133 47,Allocated,TTNC Limited,3+7,14/11/2013,
1133 48,Allocated,GCI Network Solutions Limited,3+7,22/12/2023,
1133 49,Allocated,BT,3+7,12/10/2004,
1133 50,Allocated,Magrathea Telecommunications Limited,3+7,22/06/2004,
1133 51,Allocated,IV Response Limited,3+7,04/07/2005,
1133 52,Allocated,Syntec Limited,3+7,16/03/2005,
1133 53,Allocated,Fuse 2 Communications Ltd,3+7,22/01/2024,
1133 54,Protected,,3+7,,
1133 55,Allocated,Connect Telecom UK Limited,3+7,18/04/2005,
1133 56,Allocated,Nexus Telecommunications Limited,3+7,16/05/2005,
1133 57,Allocated,Gamma Telecom Holdings Limited,3+7,27/08/2025,
1133 58,Allocated,Digitech Solutions Global Limited,3+7,25/06/2012,
1133 59,Allocated,Digital Space Group Limited,3+7,12/04/2016,
1133 60,Allocated,Colt Technology Services,3+7,06/10/1998,
1133 61,Allocated,Daisy Communications Ltd,3+7,15/12/2011,
1133 62,Allocated,Vodafone Ltd (C&W),3+7,19/07/2013,
1133 63,Allocated,Virgin Media Limited,3+7,20/01/2014,
1133 64,Allocated,GCI Network Solutions Limited,3+7,26/02/2024,
1133 65,Allocated,Flextel Limited,3+7,17/06/2005,
1133 66,Allocated,Vodafone Ltd (C&W),3+7,19/07/2013,
1133 67,Allocated,GCI Network Solutions Limited,3+7,22/12/2023,
1133 68,Allocated,Virgin Media Limited,3+7,10/10/1997,
1133 69,Allocated,GCI Network Solutions Limited,3+7,22/12/2023,
1133 70,Allocated,TelXL Limited,3+7,25/04/2005,
1133 71,Protected,,3+7,,
1133 72,Allocated,VoiceHost Limited,3+7,22/06/2010,
1133 73,Allocated,Served Up Limited,3+7,03/06/2008,
1133 74,Protected,,3+7,,
1133 75,Allocated,Reality Network Services Limited,3+7,18/07/2005,
1133 76,Allocated,Virgin Media Limited,3+7,10/06/2019,
1133 77,Allocated,GCI Network Solutions Limited,3+7,19/04/2017,
1133 78,Allocated,Virgin Media Limited,3+7,20/12/2011,
1133 79,Allocated,Global Reach Networks Limited,3+7,24/08/2016,
1133 80,Allocated,BT,3+7,28/01/1998,
1133 81,Allocated,BT,3+7,29/05/1998,
1133 82,Allocated,BT,3+7,27/08/1998,
1133 83,Allocated,GCI Network Solutions Limited,3+7,22/12/2023,
1133 84,Allocated,GCI Network Solutions Limited,3+7,22/12/2023,
1133 85,Allocated,BT,3+7,11/08/1998,
1133 86,Allocated,BT,3+7,08/06/1998,
1133 87,Allocated,BT,3+7,12/02/1998,
1133 88,Allocated,BT,3+7,05/08/1997,
1133 89,Allocated,BT,3+7,17/12/1997,
1133 90,Allocated,BT,3+7,02/06/1997,
1133 91,Allocated,BT,3+7,15/09/1998,
1133 92,Allocated,Gamma Telecom Holdings Limited,3+7,06/06/2023,
1133 93,Allocated,BT,3+7,21/07/1997,
1133 94,Allocated,BT,3+7,14/04/1999,
1133 95,Allocated,BT,3+7,03/09/1999,
1133 96,Allocated,Orange Business Holdings UK Limited,3+7,26/02/2013,
1133 97,Allocated,BT,3+7,29/11/2001,
1133 98,Allocated,GCI Network Solutions Limited,3+7,22/12/2023,
1133 99,Allocated,GCI Network Solutions Limited,3+7,22/12/2023,
1134 00,Allocated,Windsor Telecom Limited,3+7,10/06/2010,
1134 01,Protected,,3+7,,
1134 02,Protected,,3+7,,
1134 03,Allocated,Simwood eSMS Limited,3+7,20/07/2010,
1134 04,Protected,,3+7,,
1134 05,Protected,,3+7,,
1134 06,Allocated,Telephone Box Limited,3+7,04/11/2010,
1134 07,Allocated,Nexus Telecommunications Limited,3+7,24/11/2010,
1134 08,Allocated,Sark Telecom B.V.,3+7,11/08/2010,
1134 09,Protected,,3+7,,
1134 10,Allocated,Phone Co-Op Numbering Limited,3+7,02/12/2010,
1134 11,Allocated,Mintaka Limited,3+7,11/02/2011,
1134 12,Allocated,Firstsound Ltd,3+7,11/04/2011,
1134 13,Protected,,3+7,,
1134 14,Allocated,Sky UK Limited,3+7,20/06/2013,
1134 15,Allocated,Numbers Plus Ltd,3+7,20/07/2011,
1134 16,Allocated,Cloudcall Limited,3+7,21/06/2011,
1134 17,Allocated,Media Hawk Ltd,3+7,26/09/2011,
1134 18,Allocated,Kalnet4U Ltd,3+7,01/12/2011,
1134 19,Allocated,Nexbridge Communications Limited,3+7,09/01/2012,
1134 20,Allocated,Group 3 Technology Limited,3+7,11/04/2011,
1134 21,Allocated,GCI Network Solutions Limited,3+7,30/03/2017,
1134 22,Allocated,Bink Networks Ltd,3+7,15/09/2022,
1134 23,Protected,,3+7,,
1134 24,Protected,,3+7,,
1134 25,Protected,,3+7,,
1134 26,Allocated,BT,3+7,23/01/2015,
1134 27,Allocated,IOVOX Limited,3+7,05/03/2012,
1134 28,Allocated,Bicom Systems EURL,3+7,02/03/2012,
1134 29,Allocated,API Telecom Limited,3+7,26/03/2012,
1134 30,Allocated,Orbtalk Limited,3+7,05/05/2011,
1134 31,Allocated,Barritec Limited,3+7,20/09/2011,
1134 32,Protected,,3+7,,
1134 33,Allocated,INTELLIGENT EXCHANGES LIMITED,3+7,26/01/2026,
1134 34,Allocated,Minotaur Telecom Limited,3+7,31/01/2013,
1134 35,Protected,,3+7,,
1134 36,Allocated,Invoco Ltd,3+7,14/07/2011,
1134 37,Allocated,Aloha Telecommunications Ltd,3+7,16/08/2011,
1134 38,Allocated,Internexus Networks Limited,3+7,18/11/2011,
1134 39,Allocated,TGL Services (UK) Ltd,3+7,02/02/2015,
1134 40,Allocated,TalkTalk Communications Limited,3+7,18/04/2012,
1134 41,Allocated,Content Guru Limited,3+7,28/05/2012,
1134 42,Protected,,3+7,,
1134 43,Allocated,Sky UK Limited,3+7,20/06/2013,
1134 44,Allocated,Numbers Telecom Limited,3+7,12/07/2012,
1134 45,Allocated,Vodafone Ltd (C&W),3+7,17/11/2021,
1134 46,Allocated,Vodafone Ltd (C&W),3+7,17/11/2021,
1134 47,Allocated,M247 UK LIMITED,3+7,07/01/2013,
1134 48,Allocated,York Data Services Limited,3+7,12/07/2012,
1134 49,Protected,,3+7,,
1134 50,Allocated,TalkTalk Communications Limited,3+7,03/09/2013,
1134 51,Allocated,Redwood Technologies Ltd,3+7,15/11/2018,
1134 52,Allocated,BT,3+7,29/03/2019,
1134 53,Allocated,TelecomIQ Limited,3+7,20/08/2013,
1134 54,Allocated,Fluency Communications Ltd,3+7,07/10/2013,
1134 55,Allocated,Budget Numbers Limited,3+7,09/12/2013,
1134 56,Protected,,3+7,,
1134 57,Allocated,BT,3+7,24/03/2014,
1134 58,Allocated,BT,3+7,26/03/2014,
1134 59,Allocated,Stour Marine Limited,3+7,01/04/2014,
1134 60,Allocated,YayYay Limited,3+7,07/04/2015,
1134 61,Allocated,M247 Ltd,3+7,18/05/2015,
1134 62,Allocated,Tata Communications (UK) Limited,3+7,29/08/2024,
1134 63,Protected,,3+7,,
1134 64,Protected,,3+7,,
1134 65,Allocated,EVE CONNECT LTD,3+7,25/05/2022,
1134 66,Allocated,Dial 9 Communications Limited,3+7,19/05/2016,
1134 67,Allocated,Gamma Telecom Holdings Limited,3+7,17/08/2015,
1134 68,Allocated,Gamma Telecom Holdings Limited,3+7,10/06/2016,
1134 69,Allocated,Sky UK Limited,3+7,30/07/2014,
1134 70,Allocated,Bink Broadband Ltd,3+7,19/05/2015,
1134 71,Allocated,Belgacom International Carrier Services SA,3+7,20/06/2016,
1134 72,Allocated,I.T Communications Limited,3+7,15/03/2016,
1134 73,Allocated,Sky UK Limited,3+7,18/09/2015,
1134 74,Allocated,WELLTEL (UK) LIMITED,3+7,15/09/2025,
1134 75,Allocated,Adepteo Limited,3+7,16/01/2017,
1134 76,Allocated,Invosys Limited,3+7,20/04/2017,
1134 77,Allocated,Tango Networks UK Ltd,3+7,24/03/2016,
1134 78,Allocated,TAP GATEWAY LTD,3+7,02/07/2020,
1134 79,Allocated,Mission Labs Limited,3+7,29/08/2017,
1134 80,Allocated,Lanonyx Telecom Limited,3+7,17/03/2015,
1134 81,Allocated,Zapappi Ltd,3+7,25/08/2017,
1134 82,Allocated,IOVOX Limited,3+7,12/12/2016,
1134 83,Allocated,NFON UK Ltd,3+7,29/04/2016,
1134 84,Allocated,Fuse 2 Communications Ltd,3+7,22/02/2016,
1134 85,Protected,,3+7,,
1134 86,Allocated,Colt Technology Services,3+7,20/02/2017,
1134 87,Allocated,Gamma Telecom Holdings Limited,3+7,03/08/2017,
1134 88,Allocated,Number Services Ltd.,3+7,22/11/2018,
1134 89,Protected,,3+7,,
1134 90,Allocated,DIDWW Ireland Limited,3+7,07/04/2014,
1134 91,Allocated,Hyperoptic Ltd,3+7,12/05/2016,
1134 92,Allocated,Node4 Ltd,3+7,22/05/2014,
1134 93,Allocated,AQL Wholesale Ltd,3+7,26/02/2015,
1134 94,Protected,,3+7,,
1134 95,Allocated,GCI Network Solutions Limited,3+7,22/12/2023,
1134 96,Protected,,3+7,,
1134 97,Protected,,3+7,,
1134 98,Allocated,Square 1 Communications Limited,3+7,03/09/2014,
1134 99,Allocated,Simwood eSMS Limited,3+7,18/12/2017,
1135 00,Protected,,3+7,,
1135 01,Protected,,3+7,,
1135 02,Protected,,3+7,,
1135 03,Protected,,3+7,,
1135 04,Protected,,3+7,,
1135 05,Protected,,3+7,,
1135 06,Protected,,3+7,,
1135 07,Protected,,3+7,,
1135 08,Protected,,3+7,,
1135 09,Protected,,3+7,,
1135 10,Protected,,3+7,,
1135 11,Allocated,Magrathea Telecommunications Limited,3+7,09/09/2019,
1135 12,Allocated,Gamma Telecom Holdings Limited,3+7,11/04/2019,
1135 13,Allocated,BT,3+7,07/01/2020,
1135 14,Allocated,Odigo,3+7,16/03/2020,
1135 15,Protected,,3+7,,
1135 16,Protected,,3+7,,
1135 17,Allocated,Gamma Telecom Holdings Limited,3+7,22/09/2021,
1135 18,Allocated,Gamma Telecom Holdings Limited,3+7,19/08/2020,
1135 19,Allocated,Twilio Ireland Limited,3+7,29/09/2020,
1135 20,Protected,,3+7,,
1135 21,Allocated,Gamma Telecom Holdings Limited,3+7,08/02/2021,
1135 22,Allocated,TELNYX UK LIMITED,3+7,28/04/2020,
1135 23,Protected,,3+7,,
1135 24,Allocated,Colt Technology Services,3+7,20/11/2020,
1135 25,Allocated,PEERLESS NETWORK UK LIMITED,3+7,05/09/2019,
1135 26,Allocated,Colt Technology Services,3+7,01/11/2021,
1135 27,Allocated,Onvoy Communications Ltd.,3+7,08/04/2022,
1135 28,Protected,,3+7,,
1135 29,Allocated,BT,3+7,03/04/2023,
1135 30,Allocated,Callitech Limited,3+7,20/09/2017,
1135 31,Allocated,BT,3+7,04/07/2018,
1135 32,Allocated,Gamma Telecom Holdings Limited,3+7,18/07/2018,
1135 33,Allocated,Antheus Telecom Limited,3+7,23/08/2017,
1135 34,Allocated,IP Voice Networks Ltd,3+7,20/09/2017,
1135 35,Allocated,Virgin Media Limited,3+7,31/01/2018,
1135 36,Allocated,TalkTalk Communications Limited,3+7,31/07/2018,
1135 37,Allocated,Infinity Tracking Ltd,3+7,20/11/2018,
1135 38,Allocated,Belgacom International Carrier Services SA,3+7,09/06/2021,
1135 39,Allocated,Colt Technology Services,3+7,12/02/2019,
1135 40,Allocated,SiPalto Ltd,3+7,05/11/2019,
1135 41,Allocated,Colt Technology Services,3+7,04/09/2023,
1135 42,Allocated,KCOM Group Ltd,3+7,08/09/2022,
1135 43,Allocated,Colt Technology Services,3+7,14/04/2020,
1135 44,Allocated,EG TECHNOLOGIES LIMITED,3+7,21/01/2020,
1135 45,Allocated,ICUK Computing Services Limited,3+7,12/08/2019,
1135 46,Allocated,SONA BUSINESS PVT. LTD.,3+7,27/03/2023,
1135 47,Allocated,Gamma Telecom Holdings Limited,3+7,17/03/2025,
1135 48,Allocated,BT,3+7,03/02/2025,
1135 49,Allocated,24 Seven Communications Limited,3+7,19/07/2021,
1135 50,Allocated,Colt Technology Services,3+7,02/12/2025,
1135 51,Allocated,BT,3+7,04/12/2025,
1135 52,Allocated,Gamma Telecom Holdings Limited,3+7,25/02/2026,
1135 53,Free,,3+7,,
1135 54,Free,,3+7,,
1135 55,Allocated,Tuxtel Ltd,3+7,20/01/2026,
1135 56,Free,,3+7,,
1135 57,Free,,3+7,,
1135 58,Protected,,3+7,,
1135 59,Protected,,3+7,,
1135 60,Protected,,3+7,,
1135 61,Protected,,3+7,,
1135 62,Protected,,3+7,,
1135 63,Protected,,3+7,,
1135 64,Protected,,3+7,,
1135 65,Protected,,3+7,,
1135 66,Protected,,3+7,,
1135 67,Protected,,3+7,,
1135 68,Protected,,3+7,,
1135 69,Protected,,3+7,,
1135 70,Protected,,3+7,,
1135 71,Protected,,3+7,,
1135 72,Protected,,3+7,,
1135 73,Protected,,3+7,,
1135 74,Protected,,3+7,,
1135 75,Protected,,3+7,,
1135 76,Protected,,3+7,,
1135 77,Protected,,3+7,,
1135 78,Protected,,3+7,,
1135 79,Protected,,3+7,,
1135 80,Protected,,3+7,,
1135 81,Protected,,3+7,,
1135 82,Protected,,3+7,,
1135 83,Protected,,3+7,,
1135 84,Protected,,3+7,,
1135 85,Protected,,3+7,,
1135 86,Protected,,3+7,,
1135 87,Protected,,3+7,,
1135 88,Protected,,3+7,,
1135 89,Protected,,3+7,,
1135 90,Protected,,3+7,,
1135 91,Protected,,3+7,,
1135 92,Protected,,3+7,,
1135 93,Protected,,3+7,,
1135 94,Protected,,3+7,,
1135 95,Protected,,3+7,,
1135 96,Protected,,3+7,,
1135 97,Protected,,3+7,,
1135 98,Protected,,3+7,,
1135 99,Protected,,3+7,,
1136 00,Protected,,3+7,,
1136 01,Protected,,3+7,,
1136 02,Protected,,3+7,,
1136 03,Protected,,3+7,,
1136 04,Protected,,3+7,,
1136 05,Protected,,3+7,,
1136 06,Protected,,3+7,,
1136 07,Protected,,3+7,,
1136 08,Protected,,3+7,,
1136 09,Protected,,3+7,,
1136 10,Protected,,3+7,,
1136 11,Protected,,3+7,,
1136 12,Protected,,3+7,,
1136 13,Protected,,3+7,,
1136 14,Protected,,3+7,,
1136 15,Protected,,3+7,,
1136 16,Protected,,3+7,,
1136 17,Protected,,3+7,,
1136 18,Protected,,3+7,,
1136 19,Protected,,3+7,,
1136 20,Protected,,3+7,,
1136 21,Protected,,3+7,,
1136 22,Protected,,3+7,,
1136 23,Protected,,3+7,,
1136 24,Protected,,3+7,,
1136 25,Protected,,3+7,,
1136 26,Protected,,3+7,,
1136 27,Protected,,3+7,,
1136 28,Protected,,3+7,,
1136 29,Protected,,3+7,,
1136 30,Protected,,3+7,,
1136 31,Protected,,3+7,,
1136 32,Protected,,3+7,,
1136 33,Protected,,3+7,,
1136 34,Protected,,3+7,,
1136 35,Protected,,3+7,,
1136 36,Protected,,3+7,,
1136 37,Protected,,3+7,,
1136 38,Protected,,3+7,,
1136 39,Protected,,3+7,,
1136 40,Protected,,3+7,,
1136 41,Protected,,3+7,,
1136 42,Protected,,3+7,,
1136 43,Protected,,3+7,,
1136 44,Protected,,3+7,,
1136 45,Protected,,3+7,,
1136 46,Protected,,3+7,,
1136 47,Protected,,3+7,,
1136 48,Protected,,3+7,,
1136 49,Protected,,3+7,,
1136 50,Protected,,3+7,,
1136 51,Protected,,3+7,,
1136 52,Protected,,3+7,,
1136 53,Protected,,3+7,,
1136 54,Protected,,3+7,,
1136 55,Protected,,3+7,,
1136 56,Protected,,3+7,,
1136 57,Protected,,3+7,,
1136 58,Protected,,3+7,,
1136 59,Protected,,3+7,,
1136 60,Protected,,3+7,,
1136 61,Protected,,3+7,,
1136 62,Protected,,3+7,,
1136 63,Protected,,3+7,,
1136 64,Protected,,3+7,,
1136 65,Protected,,3+7,,
1136 66,Protected,,3+7,,
1136 67,Protected,,3+7,,
1136 68,Protected,,3+7,,
1136 69,Protected,,3+7,,
1136 70,Protected,,3+7,,
1136 71,Protected,,3+7,,
1136 72,Protected,,3+7,,
1136 73,Protected,,3+7,,
1136 74,Protected,,3+7,,
1136 75,Protected,,3+7,,
1136 76,Protected,,3+7,,
1136 77,Protected,,3+7,,
1136 78,Protected,,3+7,,
1136 79,Protected,,3+7,,
1136 80,Protected,,3+7,,
1136 81,Protected,,3+7,,
1136 82,Protected,,3+7,,
1136 83,Protected,,3+7,,
1136 84,Protected,,3+7,,
1136 85,Protected,,3+7,,
1136 86,Protected,,3+7,,
1136 87,Protected,,3+7,,
1136 88,Protected,,3+7,,
1136 89,Protected,,3+7,,
1136 90,Protected,,3+7,,
1136 91,Protected,,3+7,,
1136 92,Protected,,3+7,,
1136 93,Protected,,3+7,,
1136 94,Protected,,3+7,,
1136 95,Protected,,3+7,,
1136 96,Protected,,3+7,,
1136 97,Protected,,3+7,,
1136 98,Protected,,3+7,,
1136 99,Protected,,3+7,,
1137 00,Protected,,3+7,,
1137 01,Protected,,3+7,,
1137 02,Protected,,3+7,,
1137 03,Protected,,3+7,,
1137 04,Protected,,3+7,,
1137 05,Protected,,3+7,,
1137 06,Protected,,3+7,,
1137 07,Protected,,3+7,,
1137 08,Protected,,3+7,,
1137 09,Protected,,3+7,,
1137 10,Protected,,3+7,,
1137 11,Protected,,3+7,,
1137 12,Protected,,3+7,,
1137 13,Protected,,3+7,,
1137 14,Protected,,3+7,,
1137 15,Protected,,3+7,,
1137 16,Protected,,3+7,,
1137 17,Protected,,3+7,,
1137 18,Protected,,3+7,,
1137 19,Protected,,3+7,,
1137 20,Protected,,3+7,,
1137 21,Protected,,3+7,,
1137 22,Protected,,3+7,,
1137 23,Protected,,3+7,,
