NMS Number Block: Number Block,Block Status,CP Name,Geographic Number Length,Allocation Date,Notes
1821 70 8,Allocated,Fuse 2 Communications Ltd,4+6,03/07/2017,
1821 70 9,Allocated,Number Services Ltd.,4+6,22/11/2018,
1821 71 0,Allocated,ICUK Computing Services Limited,4+6,23/11/2022,
1821 71 1,Allocated,Mi Telecom Limited,4+6,06/07/2020,
1821 71 2,Allocated,KCOM Group Ltd,4+6,08/09/2022,
1821 71 3,Free,,4+6,,
1821 71 4,Free,,4+6,,
1821 71 5,Free,,4+6,,
1821 71 6,Free,,4+6,,
1821 71 7,Allocated,VOXYONDER NETWORK SERVICES UK LTD,4+6,10/09/2020,
1821 71 8,Free,,4+6,,
1821 71 9,Allocated,Bink Networks Ltd,4+6,03/04/2023,
1821 72 0,Protected,,4+6,,
1821 72 1,Protected,,4+6,,
1821 72 2,Protected,,4+6,,
1821 72 3,Protected,,4+6,,
1821 72 4,Protected,,4+6,,
1821 72 5,Protected,,4+6,,
1821 72 6,Protected,,4+6,,
1821 72 7,Protected,,4+6,,
1821 72 8,Protected,,4+6,,
1821 72 9,Protected,,4+6,,
1821 73 0,Protected,,4+6,,
1821 73 1,Protected,,4+6,,
1821 73 2,Protected,,4+6,,
1821 73 3,Protected,,4+6,,
1821 73 4,Protected,,4+6,,
1821 73 5,Protected,,4+6,,
1821 73 6,Protected,,4+6,,
1821 73 7,Protected,,4+6,,
1821 73 8,Protected,,4+6,,
1821 73 9,Protected,,4+6,,
1821 74 0,Protected,,4+6,,
1821 74 1,Protected,,4+6,,
1821 74 2,Protected,,4+6,,
1821 74 3,Protected,,4+6,,
1821 74 4,Protected,,4+6,,
1821 74 5,Protected,,4+6,,
1821 74 6,Protected,,4+6,,
1821 74 7,Protected,,4+6,,
1821 74 8,Protected,,4+6,,
1821 74 9,Protected,,4+6,,
1821 75 0,Protected,,4+6,,
1821 75 1,Protected,,4+6,,
1821 75 2,Protected,,4+6,,
1821 75 3,Protected,,4+6,,
1821 75 4,Protected,,4+6,,
1821 75 5,Protected,,4+6,,
1821 75 6,Protected,,4+6,,
1821 75 7,Protected,,4+6,,
1821 75 8,Protected,,4+6,,
1821 75 9,Protected,,4+6,,
1821 76 0,Protected,,4+6,,
1821 76 1,Protected,,4+6,,
1821 76 2,Protected,,4+6,,
1821 76 3,Protected,,4+6,,
1821 76 4,Protected,,4+6,,
1821 76 5,Protected,,4+6,,
1821 76 6,Protected,,4+6,,
1821 76 7,Protected,,4+6,,
1821 76 8,Protected,,4+6,,
1821 76 9,Protected,,4+6,,
1821 77 0,Protected,,4+6,,
1821 77 1,Protected,,4+6,,
1821 77 2,Protected,,4+6,,
1821 77 3,Protected,,4+6,,
1821 77 4,Protected,,4+6,,
1821 77 5,Protected,,4+6,,
1821 77 6,Protected,,4+6,,
1821 77 7,Protected,,4+6,,
1821 77 8,Protected,,4+6,,
1821 77 9,Protected,,4+6,,
1821 78 0,Protected,,4+6,,
1821 78 1,Protected,,4+6,,
1821 78 2,Protected,,4+6,,
1821 78 3,Protected,,4+6,,
1821 78 4,Protected,,4+6,,
1821 78 5,Protected,,4+6,,
1821 78 6,Protected,,4+6,,
1821 78 7,Protected,,4+6,,
1821 78 8,Protected,,4+6,,
1821 78 9,Protected,,4+6,,
1821 79 0,Protected,,4+6,,
1821 79 1,Protected,,4+6,,
1821 79 2,Protected,,4+6,,
1821 79 3,Protected,,4+6,,
1821 79 4,Protected,,4+6,,
1821 79 5,Protected,,4+6,,
1821 79 6,Protected,,4+6,,
1821 79 7,Protected,,4+6,,
1821 79 8,Protected,,4+6,,
1821 79 9,Protected,,4+6,,
1821 80 0,Protected,,4+6,,
1821 80 1,Protected,,4+6,,
1821 80 2,Protected,,4+6,,
1821 80 3,Protected,,4+6,,
1821 80 4,Protected,,4+6,,
1821 80 5,Protected,,4+6,,
1821 80 6,Protected,,4+6,,
1821 80 7,Protected,,4+6,,
1821 80 8,Protected,,4+6,,
1821 80 9,Protected,,4+6,,
1821 81 0,Protected,,4+6,,
1821 81 1,Protected,,4+6,,
1821 81 2,Protected,,4+6,,
1821 81 3,Protected,,4+6,,
1821 81 4,Protected,,4+6,,
1821 81 5,Protected,,4+6,,
1821 81 6,Protected,,4+6,,
1821 81 7,Protected,,4+6,,
1821 81 8,Protected,,4+6,,
1821 81 9,Protected,,4+6,,
1821 82 0,Protected,,4+6,,
1821 82 1,Protected,,4+6,,
1821 82 2,Protected,,4+6,,
1821 82 3,Protected,,4+6,,
1821 82 4,Protected,,4+6,,
1821 82 5,Protected,,4+6,,
1821 82 6,Protected,,4+6,,
1821 82 7,Protected,,4+6,,
1821 82 8,Protected,,4+6,,
1821 82 9,Protected,,4+6,,
1821 83 0,Protected,,4+6,,
1821 83 1,Protected,,4+6,,
1821 83 2,Protected,,4+6,,
1821 83 3,Protected,,4+6,,
1821 83 4,Protected,,4+6,,
1821 83 5,Protected,,4+6,,
1821 83 6,Protected,,4+6,,
1821 83 7,Protected,,4+6,,
1821 83 8,Protected,,4+6,,
1821 83 9,Protected,,4+6,,
1821 84 0,Protected,,4+6,,
1821 84 1,Protected,,4+6,,
1821 84 2,Protected,,4+6,,
1821 84 3,Protected,,4+6,,
1821 84 4,Protected,,4+6,,
1821 84 5,Protected,,4+6,,
1821 84 6,Protected,,4+6,,
1821 84 7,Protected,,4+6,,
1821 84 8,Protected,,4+6,,
1821 84 9,Protected,,4+6,,
1821 85 0,Protected,,4+6,,
1821 85 1,Protected,,4+6,,
1821 85 2,Protected,,4+6,,
1821 85 3,Protected,,4+6,,
1821 85 4,Protected,,4+6,,
1821 85 5,Protected,,4+6,,
1821 85 6,Protected,,4+6,,
1821 85 7,Protected,,4+6,,
1821 85 8,Protected,,4+6,,
1821 85 9,Protected,,4+6,,
1821 86 0,Protected,,4+6,,
1821 86 1,Protected,,4+6,,
1821 86 2,Protected,,4+6,,
1821 86 3,Protected,,4+6,,
1821 86 4,Protected,,4+6,,
1821 86 5,Protected,,4+6,,
1821 86 6,Protected,,4+6,,
1821 86 7,Protected,,4+6,,
1821 86 8,Protected,,4+6,,
1821 86 9,Protected,,4+6,,
1821 87 0,Protected,,4+6,,
1821 87 1,Protected,,4+6,,
1821 87 2,Protected,,4+6,,
1821 87 3,Protected,,4+6,,
1821 87 4,Protected,,4+6,,
1821 87 5,Protected,,4+6,,
1821 87 6,Protected,,4+6,,
1821 87 7,Protected,,4+6,,
1821 87 8,Protected,,4+6,,
1821 87 9,Protected,,4+6,,
1821 88 0,Protected,,4+6,,
1821 88 1,Protected,,4+6,,
1821 88 2,Protected,,4+6,,
1821 88 3,Protected,,4+6,,
1821 88 4,Protected,,4+6,,
1821 88 5,Protected,,4+6,,
1821 88 6,Protected,,4+6,,
1821 88 7,Protected,,4+6,,
1821 88 8,Protected,,4+6,,
1821 88 9,Protected,,4+6,,
1821 89 0,Protected,,4+6,,
1821 89 1,Protected,,4+6,,
1821 89 2,Protected,,4+6,,
1821 89 3,Protected,,4+6,,
1821 89 4,Protected,,4+6,,
1821 89 5,Protected,,4+6,,
1821 89 6,Protected,,4+6,,
1821 89 7,Protected,,4+6,,
1821 89 8,Protected,,4+6,,
1821 89 9,Protected,,4+6,,
1821 90 0,Protected,,4+6,,
1821 90 1,Protected,,4+6,,
1821 90 2,Protected,,4+6,,
1821 90 3,Protected,,4+6,,
1821 90 4,Protected,,4+6,,
1821 90 5,Protected,,4+6,,
1821 90 6,Protected,,4+6,,
1821 90 7,Protected,,4+6,,
1821 90 8,Protected,,4+6,,
1821 90 9,Protected,,4+6,,
1821 91 0,Protected,,4+6,,
1821 91 1,Protected,,4+6,,
1821 91 2,Protected,,4+6,,
1821 91 3,Protected,,4+6,,
1821 91 4,Protected,,4+6,,
1821 91 5,Protected,,4+6,,
1821 91 6,Protected,,4+6,,
1821 91 7,Protected,,4+6,,
1821 91 8,Protected,,4+6,,
1821 91 9,Protected,,4+6,,
1821 92 0,Protected,,4+6,,
1821 92 1,Protected,,4+6,,
1821 92 2,Protected,,4+6,,
1821 92 3,Protected,,4+6,,
1821 92 4,Protected,,4+6,,
1821 92 5,Protected,,4+6,,
1821 92 6,Protected,,4+6,,
1821 92 7,Protected,,4+6,,
1821 92 8,Protected,,4+6,,
1821 92 9,Protected,,4+6,,
1821 93 0,Protected,,4+6,,
1821 93 1,Protected,,4+6,,
1821 93 2,Protected,,4+6,,
1821 93 3,Protected,,4+6,,
1821 93 4,Protected,,4+6,,
1821 93 5,Protected,,4+6,,
1821 93 6,Protected,,4+6,,
1821 93 7,Protected,,4+6,,
1821 93 8,Protected,,4+6,,
1821 93 9,Protected,,4+6,,
1821 94 0,Protected,,4+6,,
1821 94 1,Protected,,4+6,,
1821 94 2,Protected,,4+6,,
1821 94 3,Protected,,4+6,,
1821 94 4,Protected,,4+6,,
1821 94 5,Protected,,4+6,,
1821 94 6,Protected,,4+6,,
1821 94 7,Protected,,4+6,,
1821 94 8,Protected,,4+6,,
1821 94 9,Protected,,4+6,,
1821 95 0,Protected,,4+6,,
1821 95 1,Protected,,4+6,,
1821 95 2,Protected,,4+6,,
1821 95 3,Protected,,4+6,,
1821 95 4,Protected,,4+6,,
1821 95 5,Protected,,4+6,,
1821 95 6,Protected,,4+6,,
1821 95 7,Protected,,4+6,,
1821 95 8,Protected,,4+6,,
1821 95 9,Protected,,4+6,,
1821 96 0,Protected,,4+6,,
1821 96 1,Protected,,4+6,,
1821 96 2,Protected,,4+6,,
1821 96 3,Protected,,4+6,,
1821 96 4,Protected,,4+6,,
1821 96 5,Protected,,4+6,,
1821 96 6,Protected,,4+6,,
1821 96 7,Protected,,4+6,,
1821 96 8,Protected,,4+6,,
1821 96 9,Protected,,4+6,,
1821 97 0,Protected,,4+6,,
1821 97 1,Protected,,4+6,,
1821 97 2,Protected,,4+6,,
1821 97 3,Protected,,4+6,,
1821 97 4,Protected,,4+6,,
1821 97 5,Protected,,4+6,,
1821 97 6,Protected,,4+6,,
1821 97 7,Protected,,4+6,,
1821 97 8,Protected,,4+6,,
1821 97 9,Protected,,4+6,,
1821 98 0,Protected,,4+6,,
1821 98 1,Protected,,4+6,,
1821 98 2,Protected,,4+6,,
1821 98 3,Protected,,4+6,,
1821 98 4,Protected,,4+6,,
1821 98 5,Protected,,4+6,,
1821 98 6,Protected,,4+6,,
1821 98 7,Protected,,4+6,,
1821 98 8,Protected,,4+6,,
1821 98 9,Protected,,4+6,,
1821 99,Protected,,4+6,,
1822 00,Protected,,(0)+10,,
1822 01,Protected,,(0)+10,,
1822 02,Protected,,(0)+10,,
1822 03,Protected,,(0)+10,,
1822 04,Protected,,(0)+10,,
1822 05,Protected,,(0)+10,,
1822 06,Protected,,(0)+10,,
1822 07,Protected,,(0)+10,,
1822 08,Protected,,(0)+10,,
1822 09,Protected,,(0)+10,,
1822 10,Protected,,(0)+10,,
1822 11,Protected,,(0)+10,,
1822 12,Protected,,(0)+10,,
1822 13,Protected,,(0)+10,,
1822 14,Protected,,(0)+10,,
1822 15,Protected,,(0)+10,,
1822 16,Protected,,(0)+10,,
1822 17,Protected,,(0)+10,,
1822 18,Protected,,(0)+10,,
1822 19,Protected,,(0)+10,,
1822 20,Allocated,TelNG Limited,4+6,28/02/2007,
1822 21,Allocated,TGL Services (UK) Ltd,4+6,02/02/2015,
1822 22,Allocated,Localphone Limited,4+6,14/05/2007,
1822 23,Allocated,(AQ) LIMITED,4+6,26/09/2012,
1822 24,Allocated,Voiceflex Limited,4+6,27/09/2007,
1822 25 0,Protected,,4+6,,
1822 25 1,Protected,,4+6,,
1822 25 2,Protected,,4+6,,
1822 25 3,Protected,,4+6,,
1822 25 4,Protected,,4+6,,
1822 25 5,Protected,,4+6,,
1822 25 6,Protected,,4+6,,
1822 25 7,Protected,,4+6,,
1822 25 8,Allocated,TalkTalk Communications Limited,4+6,20/01/2012,
1822 25 9,Allocated,TalkTalk Communications Limited,4+6,20/01/2012,
1822 26,Allocated,Nationwide Telephone Assistance Ltd,4+6,22/10/2007,
1822 27,Allocated,VoIP-Un Limited,4+6,05/11/2007,
1822 28,Protected,,4+6,,
1822 29 0,Allocated,Resilient Limited,4+6,18/05/2012,
1822 29 1,Allocated,Resilient Limited,4+6,18/05/2012,
1822 29 2,Protected,,4+6,,
1822 29 3,Protected,,4+6,,
1822 29 4,Protected,,4+6,,
1822 29 5,Protected,,4+6,,
1822 29 6,Protected,,4+6,,
1822 29 7,Protected,,4+6,,
1822 29 8,Protected,,4+6,,
1822 29 9,Allocated,Resilient Limited,4+6,18/05/2012,
1822 30,Allocated,Net-Work Internet Ltd,4+6,29/11/2007,
1822 31,Allocated,Vodafone Ltd (C&W),4+6,16/11/2021,
1822 32,Allocated,Lumen Technologies UK Limited,4+6,17/12/2007,
1822 33 0,Protected,,4+6,,
1822 33 1,Protected,,4+6,,
1822 33 2,Protected,,4+6,,
1822 33 3,Protected,,4+6,,
1822 33 4,Protected,,4+6,,
1822 33 5,Protected,,4+6,,
1822 33 6,Protected,,4+6,,
1822 33 7,Allocated,Digital Space Group Limited,4+6,15/03/2016,
1822 33 8,Protected,,4+6,,
1822 33 9,Protected,,4+6,,
1822 34,Allocated,Redcentric Solutions Limited,4+6,05/06/2015,
1822 35,Allocated,Telecom2 Limited,4+6,10/09/2009,
1822 36 0,Allocated,Internexus Networks Limited,4+6,22/11/2011,
1822 36 1,Allocated,Hello Telecom (UK) Limited,4+6,23/11/2011,
1822 36 2,Allocated,Bicom Systems EURL,4+6,01/03/2012,
1822 36 3,Protected,,4+6,,
1822 36 4,Allocated,ICC Networks Ltd,4+6,17/04/2012,
1822 36 5,Allocated,API Telecom Limited,4+6,18/04/2012,
1822 36 6,Allocated,Simwood eSMS Limited,4+6,26/04/2012,
1822 36 7,Allocated,IOVOX Limited,4+6,03/07/2012,
1822 36 8,Allocated,Invoco Ltd,4+6,01/05/2012,
1822 36 9,Allocated,Ziron Limited,4+6,31/07/2012,
1822 37 0,Allocated,Voxbone SA,4+6,12/12/2011,
1822 37 1,Protected,,4+6,,
1822 37 2,Protected,,4+6,,
1822 37 3,Protected,,4+6,,
1822 37 4,Protected,,4+6,,
1822 37 5,Protected,,4+6,,
1822 37 6,Protected,,4+6,,
1822 37 7,Protected,,4+6,,
1822 37 8,Protected,,4+6,,
1822 37 9,Protected,,4+6,,
1822 38,Allocated,Digital Space Group Limited,4+6,23/05/2008,
1822 39,Protected,,4+6,,
1822 40 0,Free,,4+6,,
1822 40 1,Free,,4+6,,
1822 40 2,Free,,4+6,,
1822 40 3,Free,,4+6,,
1822 40 4,Allocated,Six Degrees Technology Group Limited,4+6,14/01/2020,
1822 40 5,Free,,4+6,,
1822 40 6,Protected,,4+6,,
1822 40 7,Protected,,4+6,,
1822 40 8,Protected,,4+6,,
1822 40 9,Protected,,4+6,,
1822 41 0,Protected,,4+6,,
1822 41 1,Protected,,4+6,,
1822 41 2,Protected,,4+6,,
1822 41 3,Protected,,4+6,,
1822 41 4,Protected,,4+6,,
1822 41 5,Protected,,4+6,,
1822 41 6,Protected,,4+6,,
1822 41 7,Allocated,Spitfire Network Services Limited,4+6,11/11/2011,
1822 41 8,Protected,,4+6,,
1822 41 9,Protected,,4+6,,
1822 42 0,Protected,,4+6,,
1822 42 1,Protected,,4+6,,
1822 42 2,Protected,,4+6,,
1822 42 3,Protected,,4+6,,
1822 42 4,Protected,,4+6,,
1822 42 5,Protected,,4+6,,
1822 42 6,Protected,,4+6,,
1822 42 7,Protected,,4+6,,
1822 42 8,Protected,,4+6,,
1822 42 9,Protected,,4+6,,
1822 43 0,Allocated,DRD Communications Limited,4+6,05/10/2023,
1822 43 1,Protected,,4+6,,
1822 43 2,Protected,,4+6,,
1822 43 3,Protected,,4+6,,
1822 43 4,Protected,,4+6,,
1822 43 5,Protected,,4+6,,
1822 43 6,Protected,,4+6,,
1822 43 7,Protected,,4+6,,
1822 43 8,Protected,,4+6,,
1822 43 9,Protected,,4+6,,
1822 44,Protected,,4+6,,
1822 45 0,Allocated,Digitech Solutions Global Limited,4+6,26/06/2012,
1822 45 1,Allocated,Content Guru Limited,4+6,11/10/2012,
1822 45 2,Allocated,Kalnet4U Ltd,4+6,03/06/2013,
1822 45 3,Allocated,Nuso Cloud UK Limited,4+6,10/07/2013,
1822 45 4,Allocated,Redwood Technologies Ltd,4+6,15/11/2018,
1822 45 5,Protected,,4+6,,
1822 45 6,Allocated,Fuse 2 Communications Ltd,4+6,22/01/2024,
1822 45 7,Protected,,4+6,,
1822 45 8,Allocated,Sky UK Limited,4+6,17/06/2015,
1822 45 9,Allocated,XoverX Ltd,4+6,26/04/2013,
1822 46,Allocated,Barritel Limited,4+6,02/10/2006,
1822 47,Protected,,4+6,,
1822 48 0,Allocated,Invosys Limited,4+6,11/04/2012,
1822 48 1,Allocated,Sky UK Limited,4+6,28/06/2013,
1822 48 2,Allocated,Alnitak GmbH,4+6,25/04/2017,
1822 48 3,Allocated,24 Seven Cloud Communications Ltd,4+6,22/01/2020,
1822 48 4,Allocated,IP Voice Networks Ltd,4+6,20/09/2017,
1822 48 5,Allocated,DIDWW Ireland Limited,4+6,22/01/2019,
1822 48 6,Allocated,Zapappi Ltd,4+6,05/01/2018,
1822 48 7,Allocated,BT,4+6,10/02/2020,
1822 48 8,Allocated,Number Services Ltd.,4+6,22/11/2018,
1822 48 9,Allocated,EVE CONNECT LTD,4+6,20/06/2022,
1822 49,Allocated,Flextel Limited,4+6,02/12/2005,
1822 50,Allocated,Nodemax Limited,4+6,15/07/2008,
1822 51,Protected,,4+6,,
1822 52,Allocated,Solutios Limited,4+6,26/11/2008,
1822 53,Allocated,Mars Communications Limited,4+6,06/02/2009,
1822 54,Allocated,IPV6 Limited,4+6,13/02/2009,
1822 55,Allocated,Served Up Limited,4+6,23/10/2008,
1822 56,Allocated,Andrews & Arnold (Numbers) Ltd,4+6,02/04/2009,
1822 57,Allocated,Invade International Ltd,4+6,20/01/2016,
1822 58,Allocated,Telecoms World Limited,4+6,25/06/2009,
1822 59,Allocated,Vectone Mobile Limited,4+6,01/07/2009,
1822 60,Allocated,AQL Wholesale Ltd,4+6,01/11/2004,
1822 61,Allocated,BT,4+6,15/07/1994,
1822 62 0,Allocated,Linear Telecoms Limited,4+6,18/10/2010,
1822 62 1,Protected,,4+6,,
1822 62 2,Protected,,4+6,,
1822 62 3,Protected,,4+6,,
1822 62 4,Protected,,4+6,,
1822 62 5,Protected,,4+6,,
1822 62 6,Protected,,4+6,,
1822 62 7,Protected,,4+6,,
1822 62 8,Protected,,4+6,,
1822 62 9,Protected,,4+6,,
1822 63,Protected,,4+6,,
1822 64,Allocated,Vodafone Ltd (C&W),4+6,06/09/2013,
1822 65,Protected,,4+6,,
1822 66,Allocated,Gamma Telecom Holdings Limited,4+6,08/04/2005,
1822 67,Allocated,Magrathea Telecommunications Limited,4+6,24/09/2004,
1822 68,Allocated,GCI Network Solutions Limited,4+6,02/05/2017,
1822 69 0,Protected,,4+6,,
1822 69 1,Protected,,4+6,,
1822 69 2,Protected,,4+6,,
1822 69 3,Protected,,4+6,,
1822 69 4,Protected,,4+6,,
1822 69 5,Protected,,4+6,,
1822 69 6,Protected,,4+6,,
1822 69 7,Protected,,4+6,,
1822 69 8,Protected,,4+6,,
1822 69 9,Protected,,4+6,,
1822 70,Allocated,CFL Communications Ltd,4+6,17/07/2009,
1822 71,Protected,,4+6,,
1822 72,Allocated,Nexus Telecommunications Limited,4+6,30/09/2009,
1822 73 0,Allocated,YayYay Limited,4+6,24/04/2015,
1822 73 1,Allocated,Windsor Telecom Limited,4+6,29/07/2010,
1822 73 2,Allocated,Numbergroup Utilities Ltd,4+6,04/11/2010,
1822 73 3,Allocated,Atomstream Limited,4+6,14/05/2010,
1822 73 4,Allocated,Telappliant Limited,4+6,22/06/2010,
1822 73 5,Allocated,GCI Network Solutions Limited,4+6,20/12/2023,
1822 73 6,Allocated,Telephone Box Limited,4+6,10/12/2010,
1822 73 7,Allocated,Suretec Systems Ltd,4+6,13/05/2010,
1822 73 8,Allocated,VoiceHost Limited,4+6,05/10/2010,
1822 73 9,Protected,,4+6,,
1822 74 0,Allocated,Phone Co-Op Numbering Limited,4+6,23/12/2010,
1822 74 1,Protected,,4+6,,
1822 74 2,Allocated,INTELLIGENT EXCHANGES LIMITED,4+6,26/01/2026,
1822 74 3,Allocated,Nexbridge Communications Limited,4+6,09/03/2012,
1822 74 4,Protected,,4+6,,
1822 74 5,Allocated,TalkTalk Communications Limited,4+6,12/02/2013,
1822 74 6,Protected,,4+6,,
1822 74 7,Allocated,Orbtalk Limited,4+6,16/09/2011,
1822 74 8,Allocated,Inet Telecoms Ltd (Voipfone),4+6,21/10/2011,
1822 74 9,Allocated,Minotaur Telecom Limited,4+6,04/02/2013,
1822 75 0,Protected,,4+6,,
1822 75 1,Allocated,Adepteo Limited,4+6,06/12/2016,
1822 75 2,Allocated,Colt Technology Services,4+6,20/06/2016,
1822 75 3,Allocated,Fuse 2 Communications Ltd,4+6,03/07/2017,
1822 75 4,Allocated,I.T Communications Limited,4+6,18/10/2016,
1822 75 5,Allocated,YayYay Limited,4+6,24/04/2015,
1822 75 6,Allocated,Dial 9 Communications Limited,4+6,08/01/2020,
1822 75 7,Allocated,M247 UK LIMITED,4+6,21/05/2019,
1822 75 8,Protected,,4+6,,
1822 75 9,Protected,,4+6,,
1822 76 0,Allocated,Mi Telecom Limited,4+6,06/07/2020,
1822 76 1,Allocated,Sky UK Limited,4+6,30/09/2022,
1822 76 2,Allocated,BT,4+6,06/10/2022,
1822 76 3,Free,,4+6,,
1822 76 4,Free,,4+6,,
1822 76 5,Allocated,Bink Networks Ltd,4+6,11/04/2023,
1822 76 6,Allocated,KCOM Group Ltd,4+6,08/09/2022,
1822 76 7,Allocated,VOXYONDER NETWORK SERVICES UK LTD,4+6,10/09/2020,
1822 76 8,Allocated,Belgacom International Carrier Services SA,4+6,10/07/2020,
1822 76 9,Allocated,ICUK Computing Services Limited,4+6,23/11/2022,
1822 77 0,Protected,,4+6,,
1822 77 1,Protected,,4+6,,
1822 77 2,Protected,,4+6,,
1822 77 3,Protected,,4+6,,
1822 77 4,Protected,,4+6,,
1822 77 5,Protected,,4+6,,
1822 77 6,Protected,,4+6,,
1822 77 7,Protected,,4+6,,
1822 77 8,Protected,,4+6,,
1822 77 9,Protected,,4+6,,
1822 78 0,Protected,,4+6,,
1822 78 1,Protected,,4+6,,
1822 78 2,Protected,,4+6,,
1822 78 3,Protected,,4+6,,
1822 78 4,Protected,,4+6,,
1822 78 5,Protected,,4+6,,
1822 78 6,Protected,,4+6,,
1822 78 7,Protected,,4+6,,
1822 78 8,Protected,,4+6,,
1822 78 9,Protected,,4+6,,
1822 79 0,Protected,,4+6,,
1822 79 1,Protected,,4+6,,
1822 79 2,Protected,,4+6,,
1822 79 3,Protected,,4+6,,
1822 79 4,Protected,,4+6,,
1822 79 5,Protected,,4+6,,
1822 79 6,Protected,,4+6,,
1822 79 7,Protected,,4+6,,
1822 79 8,Protected,,4+6,,
1822 79 9,Protected,,4+6,,
1822 80,Allocated,TTNC Limited,4+6,12/11/2013,
1822 81,Allocated,BT,4+6,15/07/1994,
1822 82,Allocated,BT,4+6,15/07/1994,
1822 83,Allocated,BT,4+6,15/07/1994,
1822 84,Allocated,BT,4+6,15/07/1994,
1822 85,Allocated,BT,4+6,15/07/1994,
1822 86,Allocated,BT,4+6,15/07/1994,
1822 87,Allocated,BT,4+6,15/07/1994,
1822 88,Allocated,BT,4+6,15/07/1994,
1822 89,Allocated,BT,4+6,15/07/1994,
1822 90 0,Protected,,4+6,,
1822 90 1,Protected,,4+6,,
1822 90 2,Protected,,4+6,,
1822 90 3,Protected,,4+6,,
1822 90 4,Protected,,4+6,,
1822 90 5,Protected,,4+6,,
1822 90 6,Protected,,4+6,,
1822 90 7,Protected,,4+6,,
1822 90 8,Protected,,4+6,,
1822 90 9,Protected,,4+6,,
1822 91 0,Protected,,4+6,,
1822 91 1,Protected,,4+6,,
1822 91 2,Protected,,4+6,,
1822 91 3,Protected,,4+6,,
1822 91 4,Protected,,4+6,,
1822 91 5,Protected,,4+6,,
1822 91 6,Protected,,4+6,,
1822 91 7,Protected,,4+6,,
1822 91 8,Protected,,4+6,,
1822 91 9,Protected,,4+6,,
1822 92 0,Protected,,4+6,,
1822 92 1,Protected,,4+6,,
1822 92 2,Protected,,4+6,,
1822 92 3,Protected,,4+6,,
1822 92 4,Protected,,4+6,,
1822 92 5,Protected,,4+6,,
1822 92 6,Protected,,4+6,,
1822 92 7,Protected,,4+6,,
1822 92 8,Protected,,4+6,,
1822 92 9,Protected,,4+6,,
1822 93 0,Protected,,4+6,,
1822 93 1,Protected,,4+6,,
1822 93 2,Protected,,4+6,,
1822 93 3,Protected,,4+6,,
1822 93 4,Protected,,4+6,,
1822 93 5,Protected,,4+6,,
1822 93 6,Protected,,4+6,,
1822 93 7,Protected,,4+6,,
1822 93 8,Protected,,4+6,,
1822 93 9,Protected,,4+6,,
1822 94 0,Protected,,4+6,,
1822 94 1,Protected,,4+6,,
1822 94 2,Protected,,4+6,,
1822 94 3,Protected,,4+6,,
1822 94 4,Protected,,4+6,,
1822 94 5,Protected,,4+6,,
1822 94 6,Protected,,4+6,,
1822 94 7,Protected,,4+6,,
1822 94 8,Protected,,4+6,,
1822 94 9,Protected,,4+6,,
1822 95 0,Protected,,4+6,,
1822 95 1,Protected,,4+6,,
1822 95 2,Protected,,4+6,,
1822 95 3,Protected,,4+6,,
1822 95 4,Protected,,4+6,,
1822 95 5,Protected,,4+6,,
1822 95 6,Protected,,4+6,,
1822 95 7,Protected,,4+6,,
1822 95 8,Protected,,4+6,,
1822 95 9,Protected,,4+6,,
1822 96 0,Protected,,4+6,,
1822 96 1,Protected,,4+6,,
1822 96 2,Protected,,4+6,,
1822 96 3,Protected,,4+6,,
1822 96 4,Protected,,4+6,,
1822 96 5,Protected,,4+6,,
1822 96 6,Protected,,4+6,,
1822 96 7,Protected,,4+6,,
1822 96 8,Protected,,4+6,,
1822 96 9,Protected,,4+6,,
1822 97 0,Protected,,4+6,,
1822 97 1,Protected,,4+6,,
1822 97 2,Protected,,4+6,,
1822 97 3,Protected,,4+6,,
1822 97 4,Protected,,4+6,,
1822 97 5,Protected,,4+6,,
1822 97 6,Protected,,4+6,,
1822 97 7,Protected,,4+6,,
1822 97 8,Protected,,4+6,,
1822 97 9,Protected,,4+6,,
1822 98 0,Protected,,4+6,,
1822 98 1,Protected,,4+6,,
1822 98 2,Protected,,4+6,,
1822 98 3,Protected,,4+6,,
1822 98 4,Protected,,4+6,,
1822 98 5,Protected,,4+6,,
1822 98 6,Protected,,4+6,,
1822 98 7,Protected,,4+6,,
1822 98 8,Protected,,4+6,,
1822 98 9,Protected,,4+6,,
1822 99,Protected,,4+6,,
1823 00,Protected,,(0)+10,,
1823 01,Protected,,(0)+10,,
1823 02,Protected,,(0)+10,,
1823 03,Allocated,Flextel Limited,(0)+10,24/10/2005,
1823 04,Protected,,(0)+10,,
1823 05,Protected,,(0)+10,,
1823 06,Protected,,(0)+10,,
1823 07,Protected,,(0)+10,,
1823 08,Protected,,(0)+10,,
1823 09,Protected,,(0)+10,,
1823 10,Protected,,(0)+10,,
1823 11,Protected,,(0)+10,,
1823 12,Protected,,(0)+10,,
1823 13,Protected,,(0)+10,,
1823 14,Protected,,(0)+10,,
1823 15,Protected,,(0)+10,,
1823 16,Protected,,(0)+10,,
1823 17,Protected,,(0)+10,,
1823 18,Protected,,(0)+10,,
1823 19,Protected,,(0)+10,,
1823 20,Allocated,Redcentric Solutions Limited,4+6,05/06/2015,
1823 21,Allocated,Gamma Telecom Holdings Limited,4+6,05/04/2004,
1823 22 0,Allocated,Lumen Technologies UK Limited,4+6,09/09/1999,
