NMS Number Block: Number Block,Block Status,CP Name,Non Geo Number Length,Allocation Date,Notes
3702 13,Allocated,Numbers Telecom Limited,10 digit numbers,11/02/2016,
3702 14,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3702 15,Protected,,10 digit numbers,,
3702 16,Protected,,10 digit numbers,,
3702 17,Free,,10 digit numbers,,
3702 18,Allocated,Core Telecom Limited,10 digit numbers,25/11/2011,
3702 19,Protected,,10 digit numbers,,
3702 20,Allocated,TalkTalk Communications Limited,10 digit numbers,11/07/2008,
3702 21,Protected,,10 digit numbers,,
3702 22,Allocated,Colt Technology Services,10 digit numbers,19/08/2015,
3702 23,Allocated,Sky UK Limited,10 digit numbers,11/12/2013,
3702 24,Allocated,Gamma Telecom Holdings Limited,10 digit numbers,20/02/2008,
3702 25,Allocated,GCI Network Solutions Limited,10 digit numbers,20/04/2017,
3702 26,Allocated,Business Broadcast Communications Limited,10 digit numbers,05/11/2009,
3702 27,Protected,,10 digit numbers,,
3702 28,Protected,,10 digit numbers,,
3702 29,Protected,,10 digit numbers,,
3702 30,Protected,,10 digit numbers,,
3702 31,Allocated,Vodafone Ltd (C&W),10 digit numbers,01/11/2024,
3702 32,Allocated,TalkTalk Communications Limited,10 digit numbers,28/04/2014,
3702 33,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3702 34,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3702 35,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3702 36,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3702 37,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3702 38,Allocated,BT,10 digit numbers,10/04/2007,
3702 39,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3702 40,Allocated,BT,10 digit numbers,10/04/2007,
3702 41,Allocated,BT,10 digit numbers,10/04/2007,
3702 42,Allocated,BT,10 digit numbers,10/04/2007,
3702 43,Allocated,BT,10 digit numbers,10/04/2007,
3702 44,Protected,,10 digit numbers,,
3702 45,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3702 46,Allocated,GCI Network Solutions Limited,10 digit numbers,03/05/2017,
3702 47,Allocated,Vodafone Ltd (C&W),10 digit numbers,01/11/2024,
3702 48,Allocated,Telecom2 Limited,10 digit numbers,22/10/2009,
3702 49,Allocated,GCI Network Solutions Limited,10 digit numbers,03/05/2017,
3702 50,Free,,10 digit numbers,,
3702 51,Allocated,Redcentric Solutions Limited,10 digit numbers,26/05/2016,
3702 52,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3702 53,Protected,,10 digit numbers,,
3702 54,Protected,,10 digit numbers,,
3702 55,Free,,10 digit numbers,,
3702 56,Protected,,10 digit numbers,,
3702 57,Protected,,10 digit numbers,,
3702 58,Protected,,10 digit numbers,,
3702 59,Allocated,24 Seven Communications Limited,10 digit numbers,04/10/2011,
3702 60,Protected,,10 digit numbers,,
3702 61,Protected,,10 digit numbers,,
3702 62,Allocated,Premier Voicemail Ltd,10 digit numbers,23/10/2014,
3702 63,Allocated,Vodafone Ltd (C&W),10 digit numbers,01/11/2024,
3702 64,Allocated,Vodafone Ltd (C&W),10 digit numbers,01/11/2024,
3702 65,Protected,,10 digit numbers,,
3702 66,Allocated,BT,10 digit numbers,10/04/2007,
3702 67,Allocated,Lumen Technologies UK Limited,10 digit numbers,10/04/2007,
3702 68,Allocated,Lumen Technologies UK Limited,10 digit numbers,10/04/2007,
3702 69,Allocated,24 Seven Communications Limited,10 digit numbers,16/06/2009,
3702 70,Allocated,Virgin Media Limited,10 digit numbers,18/07/2008,
3702 71,Allocated,Virgin Media Limited,10 digit numbers,21/07/2008,
3702 72,Allocated,Virgin Media Limited,10 digit numbers,21/07/2008,
3702 73,Allocated,Virgin Media Limited,10 digit numbers,21/07/2008,
3702 74,Allocated,Virgin Media Limited,10 digit numbers,14/05/2008,
3702 75,Allocated,Virgin Media Limited,10 digit numbers,21/07/2008,
3702 76,Allocated,Virgin Media Limited,10 digit numbers,21/07/2008,
3702 77,Allocated,Virgin Media Limited,10 digit numbers,21/07/2008,
3702 78,Allocated,Virgin Media Limited,10 digit numbers,21/07/2008,
3702 79,Allocated,Virgin Media Limited,10 digit numbers,21/07/2008,
3702 80,Protected,,10 digit numbers,,
3702 81,Protected,,10 digit numbers,,
3702 82,Allocated,Virgin Media Limited,10 digit numbers,21/07/2008,
3702 83,Allocated,Virgin Media Limited,10 digit numbers,21/07/2008,
3702 84,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3702 85,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3702 86,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3702 87,Protected,,10 digit numbers,,
3702 88,Allocated,GCI Network Solutions Limited,10 digit numbers,01/06/2017,
3702 89,Protected,,10 digit numbers,,
3702 90,Allocated,Virgin Media Limited,10 digit numbers,21/07/2008,
3702 91,Allocated,Virgin Media Limited,10 digit numbers,21/07/2008,
3702 92,Allocated,Virgin Media Limited,10 digit numbers,21/07/2008,
3702 93,Allocated,Virgin Media Limited,10 digit numbers,21/07/2008,
3702 94,Allocated,Virgin Media Limited,10 digit numbers,21/07/2008,
3702 95,Allocated,Magrathea Telecommunications Limited,10 digit numbers,10/02/2012,
3702 96,Protected,,10 digit numbers,,
3702 97,Protected,,10 digit numbers,,
3702 98,Allocated,Virgin Media Limited,10 digit numbers,21/07/2008,
3702 99,Protected,,10 digit numbers,,
3703 00,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3703 01,Allocated,Alphatalk Limited,10 digit numbers,30/01/2014,
3703 02,Allocated,Alphatalk Limited,10 digit numbers,30/01/2014,
3703 03,Allocated,Alphatalk Limited,10 digit numbers,30/01/2014,
3703 04,Allocated,Alphatalk Limited,10 digit numbers,30/01/2014,
3703 05,Allocated,Alphatalk Limited,10 digit numbers,30/01/2014,
3703 06,Allocated,Alphatalk Limited,10 digit numbers,30/01/2014,
3703 07,Allocated,Alphatalk Limited,10 digit numbers,30/01/2014,
3703 08,Allocated,Alphatalk Limited,10 digit numbers,30/01/2014,
3703 09,Allocated,Alphatalk Limited,10 digit numbers,30/01/2014,
3703 10,Allocated,Alphatalk Limited,10 digit numbers,30/01/2014,
3703 11,Protected,,10 digit numbers,,
3703 12,Allocated,FleXtel Limited,10 digit numbers,10/04/2007,
3703 13,Protected,,10 digit numbers,,
3703 14,Allocated,FleXtel Limited,10 digit numbers,10/04/2007,
3703 15,Allocated,FleXtel Limited,10 digit numbers,10/04/2007,
3703 16,Allocated,FleXtel Limited,10 digit numbers,10/04/2007,
3703 17,Protected,,10 digit numbers,,
3703 18,Protected,,10 digit numbers,,
3703 19,Protected,,10 digit numbers,,
3703 20,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3703 21,Allocated,FleXtel Limited,10 digit numbers,10/04/2007,
3703 22,Protected,,10 digit numbers,,
3703 23,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3703 24,Allocated,Colt Technology Services,10 digit numbers,24/04/2007,
3703 25,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3703 26,Protected,,10 digit numbers,,
3703 27,Protected,,10 digit numbers,,
3703 28,Protected,,10 digit numbers,,
3703 29,Protected,,10 digit numbers,,
3703 30,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3703 31,Allocated,GCI Network Solutions Limited,10 digit numbers,03/05/2017,
3703 32,Protected,,10 digit numbers,,
3703 33,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013,
3703 34,Allocated,Citrus Telecommunications Ltd,10 digit numbers,06/07/2007,
3703 35,Allocated,IV Response Limited,10 digit numbers,23/05/2007,
3703 36,Allocated,BT,10 digit numbers,10/04/2007,
3703 37,Protected,,10 digit numbers,,
3703 38,Free,,10 digit numbers,,
3703 39,Protected,,10 digit numbers,,
3703 40,Protected,,10 digit numbers,,
3703 41,Protected,,10 digit numbers,,
3703 42,Protected,,10 digit numbers,,
3703 43,Allocated,Spitfire Network Services Limited,10 digit numbers,22/09/2015,
3703 44,Allocated,GCI Network Solutions Limited,10 digit numbers,26/02/2024,
3703 45,Allocated,4D Interactive Ltd,10 digit numbers,04/06/2007,
3703 46,Protected,,10 digit numbers,,
3703 47,Protected,,10 digit numbers,,
3703 48,Protected,,10 digit numbers,,
3703 49,Protected,,10 digit numbers,,
3703 50,Allocated,Windsor Telecom Limited,10 digit numbers,04/09/2007,
3703 51,Allocated,Colt Technology Services,10 digit numbers,24/04/2007,
3703 52,Allocated,Colt Technology Services,10 digit numbers,24/04/2007,
3703 53,Allocated,Colt Technology Services,10 digit numbers,24/04/2007,
3703 54,Protected,,10 digit numbers,,
3703 55,Protected,,10 digit numbers,,
3703 56,Protected,,10 digit numbers,,
3703 57,Allocated,Virgin Media Limited,10 digit numbers,21/07/2008,
3703 58,Protected,,10 digit numbers,,
3703 59,Allocated,Dynamic Mobile Billing Limited,10 digit numbers,04/01/2008,
3703 60,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013,
3703 61,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3703 62,Protected,,10 digit numbers,,
3703 63,Protected,,10 digit numbers,,
3703 64,Protected,,10 digit numbers,,
3703 65,Allocated,TalkTalk Communications Limited,10 digit numbers,11/07/2008,
3703 66,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013,
3703 67,Protected,,10 digit numbers,,
3703 68,Allocated,TTNC Limited,10 digit numbers,01/10/2013,
3703 69,Allocated,TTNC Limited,10 digit numbers,01/10/2013,
3703 70,Protected,,10 digit numbers,,
3703 71,Protected,,10 digit numbers,,
3703 72,Protected,,10 digit numbers,,
3703 73,Protected,,10 digit numbers,,
3703 74,Protected,,10 digit numbers,,
3703 75,Protected,,10 digit numbers,,
3703 76,Allocated,Verizon UK Limited,10 digit numbers,17/04/2007,
3703 77,Protected,,10 digit numbers,,
3703 78,Protected,,10 digit numbers,,
3703 79,Protected,,10 digit numbers,,
3703 80,Allocated,Vodafone Ltd (C&W),10 digit numbers,01/11/2024,
3703 81,Allocated,Vodafone Ltd (C&W),10 digit numbers,01/11/2024,
3703 82,Allocated,Vodafone Ltd (C&W),10 digit numbers,01/11/2024,
3703 83,Allocated,Vodafone Ltd (C&W),10 digit numbers,08/05/2014,
3703 84,Protected,,10 digit numbers,,
3703 85,Allocated,Vodafone Ltd (C&W),10 digit numbers,18/06/2013,
3703 86,Allocated,Vodafone Ltd (C&W),10 digit numbers,01/11/2024,
3703 87,Allocated,Barritel Limited,10 digit numbers,10/04/2007,
3703 88,Protected,,10 digit numbers,,
3703 89,Allocated,TalkTalk Communications Limited,10 digit numbers,11/07/2008,
3703 90,Allocated,Virgin Media Limited,10 digit numbers,21/07/2008,
3703 91,Protected,,10 digit numbers,,
3703 92,Allocated,Magrathea Telecommunications Limited,10 digit numbers,10/02/2012,
3703 93,Allocated,Virgin Media Limited,10 digit numbers,21/07/2008,
3703 94,Protected,,10 digit numbers,,
3703 95,Protected,,10 digit numbers,,
3703 96,Allocated,Virgin Media Limited,10 digit numbers,21/07/2008,
3703 97,Allocated,Magrathea Telecommunications Limited,10 digit numbers,24/02/2014,
3703 98,Allocated,Virgin Media Limited,10 digit numbers,23/07/2008,
3703 99,Allocated,Virgin Media Limited,10 digit numbers,23/07/2008,
3704 00,Allocated,BT,10 digit numbers,10/04/2007,
3704 01,Allocated,Vodafone Ltd (C&W),10 digit numbers,01/11/2024,
3704 02,Allocated,Vodafone Ltd (C&W),10 digit numbers,01/11/2024,
3704 03,Allocated,Vodafone Ltd (C&W),10 digit numbers,01/11/2024,
3704 04,Allocated,GCI Network Solutions Limited,10 digit numbers,03/05/2017,
3704 05,Allocated,Vodafone Ltd (C&W),10 digit numbers,01/11/2024,
3704 06,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3704 07,Protected,,10 digit numbers,,
3704 08,Allocated,Vodafone Ltd (C&W),10 digit numbers,08/05/2014,
3704 09,Protected,,10 digit numbers,,
3704 10,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013,
3704 11,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013,
3704 12,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013,
3704 13,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013,
3704 14,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013,
3704 15,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013,
3704 16,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013,
3704 17,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013,
3704 18,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013,
3704 19,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013,
3704 20,Allocated,TalkTalk Communications Limited,10 digit numbers,28/04/2014,
3704 21,Allocated,TalkTalk Communications Limited,10 digit numbers,28/04/2014,
3704 22,Allocated,TalkTalk Communications Limited,10 digit numbers,28/04/2014,
3704 23,Allocated,TalkTalk Communications Limited,10 digit numbers,15/10/2013,
3704 24,Allocated,TalkTalk Communications Limited,10 digit numbers,28/04/2014,
3704 25,Allocated,TalkTalk Communications Limited,10 digit numbers,28/04/2014,
3704 26,Allocated,TalkTalk Communications Limited,10 digit numbers,28/04/2014,
3704 27,Allocated,TalkTalk Communications Limited,10 digit numbers,28/04/2014,
3704 28,Allocated,TalkTalk Communications Limited,10 digit numbers,28/04/2014,
3704 29,Allocated,TalkTalk Communications Limited,10 digit numbers,28/04/2014,
3704 30,Allocated,Nexus Telecommunications Limited,10 digit numbers,12/07/2007,
3704 31,Protected,,10 digit numbers,,
3704 32,Allocated,GCI Network Solutions Limited,10 digit numbers,03/05/2017,
3704 33,Protected,,10 digit numbers,,
3704 34,Protected,,10 digit numbers,,
3704 35,Allocated,Resilient PLC,10 digit numbers,04/06/2007,
3704 36,Allocated,Suretec Systems Ltd,10 digit numbers,05/06/2015,
3704 37,Protected,,10 digit numbers,,
3704 38,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013,
3704 39,Protected,,10 digit numbers,,
3704 40,Allocated,24 Seven Communications Limited,10 digit numbers,20/10/2010,
3704 41,Protected,,10 digit numbers,,
3704 42,Allocated,TalkTalk Communications Limited,10 digit numbers,11/07/2008,
3704 43,Allocated,TalkTalk Communications Limited,10 digit numbers,11/07/2008,
3704 44,Allocated,TalkTalk Communications Limited,10 digit numbers,11/07/2008,
3704 45,Protected,,10 digit numbers,,
3704 46,Allocated,Digital Mail Limited,10 digit numbers,28/04/2008,
3704 47,Protected,,10 digit numbers,,
3704 48,Allocated,Inet Telecoms Ltd (Voipfone),10 digit numbers,17/12/2013,
3704 49,Protected,,10 digit numbers,,
3704 50,Protected,,10 digit numbers,,
3704 51,Protected,,10 digit numbers,,
3704 52,Protected,,10 digit numbers,,
3704 53,Protected,,10 digit numbers,,
3704 54,Protected,,10 digit numbers,,
3704 55,Protected,,10 digit numbers,,
3704 56,Protected,,10 digit numbers,,
3704 57,Protected,,10 digit numbers,,
3704 58,Allocated,TalkTalk Communications Limited,10 digit numbers,11/07/2008,
3704 59,Protected,,10 digit numbers,,
3704 60,Allocated,TalkTalk Communications Limited,10 digit numbers,11/07/2008,
3704 61,Protected,,10 digit numbers,,
3704 62,Protected,,10 digit numbers,,
3704 63,Protected,,10 digit numbers,,
3704 64,Allocated,Vodafone Ltd (C&W),10 digit numbers,01/11/2024,
3704 65,Allocated,Gamma Telecom Holdings Limited,10 digit numbers,25/03/2014,
3704 66,Protected,,10 digit numbers,,
3704 67,Protected,,10 digit numbers,,
3704 68,Allocated,TTNC Limited,10 digit numbers,01/10/2013,
3704 69,Protected,,10 digit numbers,,
3704 70,Protected,,10 digit numbers,,
3704 71,Allocated,Magrathea Telecommunications Limited,10 digit numbers,08/11/2007,
3704 72,Allocated,GCI Network Solutions Limited,10 digit numbers,03/05/2017,
3704 73,Protected,,10 digit numbers,,
3704 74,Allocated,Barritel Limited,10 digit numbers,10/04/2007,
3704 75,Protected,,10 digit numbers,,
3704 76,Protected,,10 digit numbers,,
3704 77,Allocated,GCI Network Solutions Limited,10 digit numbers,26/02/2024,
3704 78,Allocated,Magrathea Telecommunications Limited,10 digit numbers,08/11/2007,
3704 79,Allocated,Magrathea Telecommunications Limited,10 digit numbers,08/11/2007,
3704 80,Protected,,10 digit numbers,,
3704 81,Allocated,TalkTalk Communications Limited,10 digit numbers,11/07/2008,
3704 82,Protected,,10 digit numbers,,
3704 83,Protected,,10 digit numbers,,
3704 84,Allocated,Vodafone Ltd (C&W),10 digit numbers,01/11/2024,
3704 85,Protected,,10 digit numbers,,
3704 86,Allocated,GCI Network Solutions Limited,10 digit numbers,01/06/2017,
3704 87,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013,
3704 88,Protected,,10 digit numbers,,
3704 89,Protected,,10 digit numbers,,
3704 90,Allocated,Magrathea Telecommunications Limited,10 digit numbers,08/11/2007,
3704 91,Protected,,10 digit numbers,,
3704 92,Protected,,10 digit numbers,,
3704 93,Protected,,10 digit numbers,,
3704 94,Protected,,10 digit numbers,,
3704 95,Allocated,Magrathea Telecommunications Limited,10 digit numbers,10/02/2012,
3704 96,Allocated,Lumen Technologies UK Limited,10 digit numbers,10/04/2007,
3704 97,Protected,,10 digit numbers,,
3704 98,Protected,,10 digit numbers,,
3704 99,Protected,,10 digit numbers,,
3705 00,Allocated,BT,10 digit numbers,10/04/2007,
3705 01,Allocated,BT,10 digit numbers,10/04/2007,
3705 02,Allocated,BT,10 digit numbers,10/04/2007,
3705 03,Allocated,BT,10 digit numbers,10/04/2007,
3705 04,Allocated,BT,10 digit numbers,10/04/2007,
3705 05,Allocated,BT,10 digit numbers,10/04/2007,
3705 06,Allocated,BT,10 digit numbers,10/04/2007,
3705 07,Allocated,BT,10 digit numbers,10/04/2007,
3705 08,Allocated,BT,10 digit numbers,10/04/2007,
3705 09,Allocated,BT,10 digit numbers,10/04/2007,
3705 10,Allocated,BT,10 digit numbers,10/04/2007,
3705 11,Allocated,BT,10 digit numbers,10/04/2007,
3705 12,Allocated,BT,10 digit numbers,10/04/2007,
3705 13,Allocated,BT,10 digit numbers,10/04/2007,
3705 14,Allocated,BT,10 digit numbers,10/04/2007,
3705 15,Allocated,BT,10 digit numbers,10/04/2007,
3705 16,Allocated,BT,10 digit numbers,10/04/2007,
3705 17,Allocated,BT,10 digit numbers,10/04/2007,
3705 18,Allocated,BT,10 digit numbers,10/04/2007,
3705 19,Allocated,BT,10 digit numbers,10/04/2007,
3705 20,Allocated,BT,10 digit numbers,10/04/2007,
3705 21,Allocated,BT,10 digit numbers,10/04/2007,
3705 22,Allocated,BT,10 digit numbers,10/04/2007,
3705 23,Allocated,BT,10 digit numbers,10/04/2007,
3705 24,Allocated,BT,10 digit numbers,10/04/2007,
3705 25,Allocated,BT,10 digit numbers,10/04/2007,
3705 26,Allocated,BT,10 digit numbers,10/04/2007,
3705 27,Allocated,BT,10 digit numbers,10/04/2007,
3705 28,Allocated,BT,10 digit numbers,10/04/2007,
3705 29,Allocated,BT,10 digit numbers,10/04/2007,
3705 30,Allocated,BT,10 digit numbers,10/04/2007,
3705 31,Allocated,BT,10 digit numbers,10/04/2007,
3705 32,Allocated,BT,10 digit numbers,10/04/2007,
3705 33,Allocated,BT,10 digit numbers,10/04/2007,
3705 34,Allocated,BT,10 digit numbers,10/04/2007,
3705 35,Allocated,BT,10 digit numbers,10/04/2007,
3705 36,Allocated,BT,10 digit numbers,10/04/2007,
3705 37,Allocated,BT,10 digit numbers,10/04/2007,
3705 38,Allocated,BT,10 digit numbers,10/04/2007,
3705 39,Allocated,BT,10 digit numbers,10/04/2007,
3705 40,Allocated,BT,10 digit numbers,10/04/2007,
3705 41,Allocated,BT,10 digit numbers,10/04/2007,
3705 42,Allocated,BT,10 digit numbers,10/04/2007,
3705 43,Allocated,BT,10 digit numbers,10/04/2007,
3705 44,Allocated,BT,10 digit numbers,10/04/2007,
3705 45,Allocated,BT,10 digit numbers,10/04/2007,
3705 46,Allocated,BT,10 digit numbers,10/04/2007,
3705 47,Allocated,BT,10 digit numbers,10/04/2007,
3705 48,Allocated,BT,10 digit numbers,10/04/2007,
3705 49,Allocated,BT,10 digit numbers,10/04/2007,
3705 50,Allocated,BT,10 digit numbers,10/04/2007,
3705 51,Allocated,BT,10 digit numbers,10/04/2007,
3705 52,Allocated,BT,10 digit numbers,10/04/2007,
3705 53,Allocated,BT,10 digit numbers,10/04/2007,
3705 54,Allocated,BT,10 digit numbers,10/04/2007,
3705 55,Allocated,BT,10 digit numbers,10/04/2007,
3705 56,Allocated,BT,10 digit numbers,10/04/2007,
3705 57,Allocated,BT,10 digit numbers,10/04/2007,
3705 58,Allocated,BT,10 digit numbers,10/04/2007,
3705 59,Allocated,BT,10 digit numbers,10/04/2007,
3705 60,Allocated,BT,10 digit numbers,10/04/2007,
3705 61,Allocated,BT,10 digit numbers,10/04/2007,
3705 62,Allocated,BT,10 digit numbers,10/04/2007,
3705 63,Allocated,BT,10 digit numbers,10/04/2007,
3705 64,Allocated,BT,10 digit numbers,10/04/2007,
3705 65,Allocated,BT,10 digit numbers,10/04/2007,
3705 66,Allocated,BT,10 digit numbers,10/04/2007,
3705 67,Allocated,BT,10 digit numbers,10/04/2007,
3705 68,Allocated,BT,10 digit numbers,10/04/2007,
3705 69,Allocated,BT,10 digit numbers,10/04/2007,
3705 70,Allocated,BT,10 digit numbers,10/04/2007,
3705 71,Allocated,BT,10 digit numbers,10/04/2007,
3705 72,Allocated,BT,10 digit numbers,10/04/2007,
3705 73,Allocated,BT,10 digit numbers,10/04/2007,
3705 74,Allocated,BT,10 digit numbers,10/04/2007,
3705 75,Allocated,BT,10 digit numbers,10/04/2007,
3705 76,Allocated,BT,10 digit numbers,10/04/2007,
3705 77,Allocated,BT,10 digit numbers,10/04/2007,
3705 78,Allocated,BT,10 digit numbers,10/04/2007,
3705 79,Allocated,BT,10 digit numbers,10/04/2007,
3705 80,Allocated,BT,10 digit numbers,10/04/2007,
3705 81,Allocated,BT,10 digit numbers,10/04/2007,
3705 82,Allocated,BT,10 digit numbers,10/04/2007,
3705 83,Allocated,BT,10 digit numbers,10/04/2007,
3705 84,Allocated,BT,10 digit numbers,10/04/2007,
3705 85,Allocated,BT,10 digit numbers,10/04/2007,
3705 86,Allocated,BT,10 digit numbers,10/04/2007,
3705 87,Allocated,BT,10 digit numbers,10/04/2007,
3705 88,Allocated,BT,10 digit numbers,10/04/2007,
3705 89,Allocated,BT,10 digit numbers,10/04/2007,
3705 90,Allocated,BT,10 digit numbers,10/04/2007,
3705 91,Allocated,BT,10 digit numbers,10/04/2007,
3705 92,Allocated,BT,10 digit numbers,10/04/2007,
3705 93,Allocated,BT,10 digit numbers,10/04/2007,
3705 94,Allocated,BT,10 digit numbers,10/04/2007,
3705 95,Allocated,BT,10 digit numbers,10/04/2007,
3705 96,Allocated,BT,10 digit numbers,10/04/2007,
3705 97,Allocated,BT,10 digit numbers,10/04/2007,
3705 98,Allocated,BT,10 digit numbers,10/04/2007,
3705 99,Allocated,BT,10 digit numbers,10/04/2007,
3706 00,Allocated,BT,10 digit numbers,10/04/2007,
3706 01,Allocated,BT,10 digit numbers,10/04/2007,
3706 02,Allocated,BT,10 digit numbers,10/04/2007,
3706 03,Allocated,BT,10 digit numbers,10/04/2007,
3706 04,Allocated,BT,10 digit numbers,10/04/2007,
3706 05,Allocated,BT,10 digit numbers,10/04/2007,
3706 06,Allocated,BT,10 digit numbers,10/04/2007,
3706 07,Allocated,BT,10 digit numbers,10/04/2007,
3706 08,Allocated,BT,10 digit numbers,10/04/2007,
3706 09,Allocated,BT,10 digit numbers,10/04/2007,
3706 10,Allocated,Windsor Telecom Limited,10 digit numbers,13/06/2011,
3706 11,Allocated,24 Seven Communications Limited,10 digit numbers,16/06/2009,
3706 12,Allocated,Square Systems Limited,10 digit numbers,06/11/2008,
3706 13,Protected,,10 digit numbers,,
3706 14,Protected,,10 digit numbers,,
3706 15,Protected,,10 digit numbers,,
3706 16,Protected,,10 digit numbers,,
3706 17,Protected,,10 digit numbers,,
3706 18,Protected,,10 digit numbers,,
3706 19,Protected,,10 digit numbers,,
3706 20,Allocated,Windsor Telecom Limited,10 digit numbers,30/03/2011,
3706 21,Allocated,Number Solutions Ltd,10 digit numbers,17/09/2007,
3706 22,Protected,,10 digit numbers,,
3706 23,Allocated,TTNC Limited,10 digit numbers,01/10/2013,
3706 24,Protected,,10 digit numbers,,
3706 25,Allocated,Barritel Limited,10 digit numbers,10/04/2007,
3706 26,Allocated,Commi Holdings Limited,10 digit numbers,17/11/2016,
3706 27,Protected,,10 digit numbers,,
3706 28,Protected,,10 digit numbers,,
3706 29,Protected,,10 digit numbers,,
3706 30,Protected,,10 digit numbers,,
3706 31,Protected,,10 digit numbers,,
3706 32,Protected,,10 digit numbers,,
3706 33,Protected,,10 digit numbers,,
3706 34,Protected,,10 digit numbers,,
3706 35,Protected,,10 digit numbers,,
3706 36,Protected,,10 digit numbers,,
3706 37,Protected,,10 digit numbers,,
3706 38,Protected,,10 digit numbers,,
3706 39,Protected,,10 digit numbers,,
3706 40,Protected,,10 digit numbers,,
3706 41,Protected,,10 digit numbers,,
3706 42,Allocated,Dynamic Mobile Billing Limited,10 digit numbers,19/10/2018,
3706 43,Protected,,10 digit numbers,,
3706 44,Protected,,10 digit numbers,,
3706 45,Protected,,10 digit numbers,,
3706 46,Allocated,BT,10 digit numbers,10/04/2007,
3706 47,Protected,,10 digit numbers,,
3706 48,Protected,,10 digit numbers,,
3706 49,Allocated,Dynamic Mobile Billing Limited,10 digit numbers,19/10/2018,
3706 50,Protected,,10 digit numbers,,
3706 51,Protected,,10 digit numbers,,
3706 52,Protected,,10 digit numbers,,
3706 53,Protected,,10 digit numbers,,
3706 54,Protected,,10 digit numbers,,
3706 55,Protected,,10 digit numbers,,
3706 56,Protected,,10 digit numbers,,
3706 57,Protected,,10 digit numbers,,
3706 58,Protected,,10 digit numbers,,
3706 59,Protected,,10 digit numbers,,
3706 60,Protected,,10 digit numbers,,
3706 61,Protected,,10 digit numbers,,
3706 62,Protected,,10 digit numbers,,
3706 63,Protected,,10 digit numbers,,
3706 64,Protected,,10 digit numbers,,
3706 65,Protected,,10 digit numbers,,
3706 66,Protected,,10 digit numbers,,
3706 67,Protected,,10 digit numbers,,
3706 68,Protected,,10 digit numbers,,
3706 69,Protected,,10 digit numbers,,
3706 70,Protected,,10 digit numbers,,
3706 71,Protected,,10 digit numbers,,
3706 72,Protected,,10 digit numbers,,
3706 73,Protected,,10 digit numbers,,
3706 74,Protected,,10 digit numbers,,
3706 75,Protected,,10 digit numbers,,
3706 76,Protected,,10 digit numbers,,
3706 77,Protected,,10 digit numbers,,
3706 78,Protected,,10 digit numbers,,
3706 79,Protected,,10 digit numbers,,
3706 80,Protected,,10 digit numbers,,
3706 81,Protected,,10 digit numbers,,
3706 82,Protected,,10 digit numbers,,
3706 83,Protected,,10 digit numbers,,
3706 84,Protected,,10 digit numbers,,
3706 85,Protected,,10 digit numbers,,
3706 86,Protected,,10 digit numbers,,
3706 87,Protected,,10 digit numbers,,
3706 88,Protected,,10 digit numbers,,
3706 89,Protected,,10 digit numbers,,
3706 90,Protected,,10 digit numbers,,
3706 91,Protected,,10 digit numbers,,
3706 92,Protected,,10 digit numbers,,
3706 93,Protected,,10 digit numbers,,
3706 94,Protected,,10 digit numbers,,
3706 95,Protected,,10 digit numbers,,
3706 96,Protected,,10 digit numbers,,
3706 97,Protected,,10 digit numbers,,
